epoch,lr,train_loss_total,train_loss_rul,train_loss_fault,test_rmse,test_mae,test_nasa_score,test_auprc,test_f1,test_precision,test_recall,epoch_seconds
32,0.00031593772365766105,34.21273177010672,34.130848448617115,0.16376669039683683,15.466938018798828,11.251360893249512,527.6524749942358,0.957557440085627,0.9615384615384616,0.9259259259259259,1.0,1.620061399997212
33,0.00028711035421746355,33.07309254237584,32.99523132869175,0.1557221826698099,15.290661811828613,11.1334228515625,490.07313740927515,0.957557440085627,0.9615384615384616,0.9259259259259259,1.0,1.6038842999987537
34,0.0002591231629491422,33.177334567478724,33.10132034846715,0.1520283641559737,15.404319763183594,11.177685737609863,508.6983515919288,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.5880822999970405
35,0.00023208660251050145,32.829404258728026,32.75334445408412,0.1521193938595908,15.333636283874512,11.130572319030762,504.63429295286903,0.9685271370553241,0.9411764705882353,0.9230769230769231,0.96,1.711215600000287
36,0.00020610737385376337,32.795276396615165,32.71770428248814,0.1551442507122244,15.326726913452148,11.102151870727539,492.80202089159627,0.961557440085627,0.9615384615384616,0.9259259259259259,1.0,1.6049423000004026
37,0.00018128800512565502,32.56455426897321,32.491338566371375,0.1464312721043825,15.534258842468262,11.278958320617676,537.7952106474082,0.961557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6652441999976872
38,0.00015772644703565555,33.09777352469308,33.02085448673793,0.1538379319012165,15.531248092651367,11.27153205871582,547.3030836137862,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6342021000018576
39,0.00013551568628929425,32.221275847298756,32.14730074746268,0.1479498723787921,15.380159378051758,11.110505104064941,509.24708959310453,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6504723999969428
40,0.00011474337861210535,32.35989576067243,32.2865268434797,0.14673770453248705,15.593698501586914,11.302821159362793,547.2850211716365,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6179254000016954
41,9.549150281252626e-05,31.93816422053746,31.86618916647775,0.14395028783806732,15.441073417663574,11.211264610290527,521.0003246682504,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6087578999940888
42,7.783603724899252e-05,32.07227513449533,32.00016713823591,0.1442161895866905,15.480998992919922,11.240837097167969,526.0962867006375,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.602929499997117
43,6.184665997806817e-05,31.747987256731307,31.672772353036063,0.15042977753494466,15.435755729675293,11.184783935546875,525.0212817469494,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.5881348000038997
44,4.7586473766990294e-05,32.072118622916086,31.998850331987654,0.14653658185686383,15.449373245239258,11.200077056884766,517.9650449952469,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.604906000000483
45,3.5111757055874305e-05,31.940954971313477,31.869682284763883,0.14254515490361622,15.51863956451416,11.247986793518066,533.9986687293057,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6041456999955699
46,2.4471741852423218e-05,31.554080172947476,31.482546724591938,0.1430671239537852,15.546839714050293,11.257447242736816,539.5563464130635,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.628220099999453
47,1.5708419435684507e-05,31.506234169006348,31.43110248020717,0.1502633456672941,15.441983222961426,11.210596084594727,519.4235801528118,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6136725999967894
48,8.856374635655634e-06,32.2373793738229,32.16484124319894,0.14507617365036693,15.45124626159668,11.20309066772461,520.7713155729177,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6941134999942733
49,3.942649342761115e-06,31.926422745840892,31.854659380231585,0.14352678890739168,15.46458911895752,11.21314811706543,523.9993313071408,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.6985859999986133
50,9.866357858642198e-07,31.400644220624653,31.32868434361049,0.1439197316765785,15.445595741271973,11.199189186096191,520.1294142371247,0.957557440085627,0.9411764705882353,0.9230769230769231,0.96,1.769712299996172
