round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_mae,global_test_nasa_score,global_test_auprc,global_test_f1,global_test_precision,global_test_recall,round_seconds
1,0.001,667.1782835924637,666.3994760841083,1.557614317710323,59.870609283447266,50.29154968261719,74883.56459926788,0.8262902072934825,0.4918032786885246,0.32608695652173914,1.0,6.940047800002503
2,0.0009989726963751681,420.00049902968203,419.26176907394654,1.4774593459143937,31.80028533935547,26.505002975463867,4023.7718556232485,0.8308206199735552,0.6666666666666666,0.8888888888888888,0.5333333333333333,6.706731400001445
3,0.000995895006911623,160.09122978959948,159.75777497070447,0.6669091349338582,18.7271671295166,13.32577133178711,2953.085800483306,0.92296880170495,0.8235294117647058,0.875,0.7777777777777778,6.703050500000245
4,0.0009907795784955327,87.86169152446013,87.68554465820336,0.3522935759108048,18.881689071655273,14.012657165527344,2726.7523730005214,0.9385367024555065,0.8536585365853658,0.9459459459459459,0.7777777777777778,6.754440899996553
5,0.0009836474315195148,80.54545580201933,80.41543068749417,0.2600502319580829,19.563251495361328,14.646822929382324,2425.2799462613366,0.9075582338719002,0.7692307692307693,0.9090909090909091,0.6666666666666666,6.631993100003456
6,0.0009745278735053344,76.8514475004865,76.73955111530731,0.22379286126363201,19.513492584228516,14.798373222351074,2317.284147656065,0.9106886889623411,0.7848101265822784,0.9117647058823529,0.6888888888888889,6.748020800005179
7,0.0009634583786730109,73.20992454946222,73.10801703347002,0.20381504925900298,19.517309188842773,14.810737609863281,2375.566033152125,0.9089920814459989,0.7901234567901234,0.8888888888888888,0.7111111111111111,6.8951353000011295
8,0.0009504844339512095,71.22257890740686,71.12623529176292,0.19268737002188419,19.479022979736328,14.754921913146973,2305.183925535097,0.9160893873740183,0.8,0.9142857142857143,0.7111111111111111,6.712832299992442
9,0.0009356593520616947,68.54776068940072,68.45657328903772,0.1823747118790402,19.64337158203125,15.062385559082031,2303.97742477581,0.9290982915640089,0.8292682926829268,0.918918918918919,0.7555555555555555,6.964724899997236
10,0.0009190440524459203,66.04476522337609,65.95688734077606,0.17575555608065843,19.07268524169922,14.59823226928711,2071.251404017144,0.9332968047447945,0.8433734939759037,0.9210526315789473,0.7777777777777778,6.881292499994743
11,0.0009007068109339783,64.39810516702889,64.31220993067708,0.17179064247681708,18.987476348876953,14.646292686462402,2051.3542764906097,0.9425466679160026,0.8433734939759037,0.9210526315789473,0.7777777777777778,6.887901399997645
12,0.0008807229791845672,62.37709712746565,62.2955188715916,0.16315672069661102,18.237857818603516,14.062300682067871,1780.5075933958353,0.9431439652974567,0.8571428571428571,0.9230769230769231,0.8,8.426066200001515
13,0.0008591746750488638,59.59538641861916,59.517402879573595,0.15596692601268758,18.859107971191406,14.620085716247559,1954.7683624955175,0.9514158518795328,0.8433734939759037,0.9210526315789473,0.7777777777777778,6.851859500005958
14,0.0008361504451306584,58.27422386211354,58.19759809826106,0.15325145286426395,18.482763290405273,14.250478744506836,1899.57277782663,0.9487772762962094,0.8571428571428571,0.9230769230769231,0.8,6.004353000011179
15,0.0008117449009293668,56.79882801146735,56.721827494747856,0.15400133090225543,19.202743530273438,14.742622375488281,2229.116510583239,0.9478082651844844,0.8433734939759037,0.9210526315789473,0.7777777777777778,6.3994803000096
16,0.0007860583300610849,55.33150639225173,55.256542627438506,0.14992740611775035,19.245569229125977,14.740386009216309,2257.3133163541047,0.9483879394577485,0.8433734939759037,0.9210526315789473,0.7777777777777778,7.017727300000843
17,0.0007591962841552626,53.749349048914176,53.676354635396365,0.1459887462390125,19.173385620117188,14.743515968322754,2218.960272548951,0.9541645479212197,0.8292682926829268,0.918918918918919,0.7555555555555555,6.828016500003287
18,0.0007312691451204176,52.09521901906861,52.022322912225846,0.1457922683954056,19.033897399902344,14.644433975219727,2164.517720454502,0.9537132519327105,0.8292682926829268,0.918918918918919,0.7555555555555555,6.900530900005833
19,0.0007023916715611969,51.00610450380135,50.93448011893176,0.14324844824172706,18.850475311279297,14.439697265625,2141.0199762065286,0.9561057302430533,0.8433734939759037,0.9210526315789473,0.7777777777777778,7.098325600003591
20,0.0006726825272106538,50.1970869347884,50.12518927588131,0.14379528138745037,18.882307052612305,14.430065155029297,2215.8559419092344,0.9549531024029714,0.8571428571428571,0.9230769230769231,0.8,6.722546200006036
21,0.0006422637933155162,48.15197429924555,48.082729166361034,0.13849012919766018,18.68986701965332,14.28493881225586,2138.425382379496,0.9566340296450888,0.8571428571428571,0.9230769230769231,0.8,6.342589000007138
22,0.0006112604669781572,47.82937523373084,47.75915254941186,0.14044526282836695,18.336936950683594,14.019072532653809,1995.500869476706,0.9535355582800271,0.8571428571428571,0.9230769230769231,0.8,6.1190338999876985
23,0.0005797999475166897,47.207900488775195,47.13888859713536,0.1380238539055942,18.774494171142578,14.3739595413208,2140.367937017341,0.9541668714113402,0.8433734939759037,0.9210526315789473,0.7777777777777778,6.005866199993761
24,0.0005480115129538409,45.52191032608192,45.45368827314112,0.1364443461705101,19.037473678588867,14.570160865783691,2317.2121879198658,0.9550640186806679,0.8571428571428571,0.9230769230769231,0.8,6.004249000005075
25,0.0005160257887858277,45.200029316740796,45.13341054121096,0.13323764872528407,18.982698440551758,14.490667343139648,2286.4627179632366,0.9538455298975047,0.8433734939759037,0.9210526315789473,0.7777777777777778,6.0528940000076545
26,0.0004839742112141724,44.693722842787835,44.62543099519107,0.13658348388706637,18.823238372802734,14.328107833862305,2266.0956340173198,0.9592682513780715,0.8837209302325582,0.926829268292683,0.8444444444444444,5.982090099991183
27,0.0004519884870461591,43.5565565534062,43.4891552168882,0.13480277670507154,19.134389877319336,14.59613037109375,2369.3532714001103,0.9540249922055368,0.8571428571428571,0.9230769230769231,0.8,5.970041399996262
