round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,macro_rmse,macro_nasa_score,macro_auprc,macro_f1,round_seconds,client_1_rmse,client_1_f1,client_2_rmse,client_2_f1,client_3_rmse,client_3_f1,client_4_rmse,client_4_f1
1,0.001,761.0953135290812,760.3476528180398,1.4953239012101165,74.54849624633789,152588.11383916874,0.6927927818672535,0.0,7.357485200001975,75.29873657226562,0.0,75.29210662841797,0.0,73.80213928222656,0.0,73.8010025024414,0.0
2,0.0009989726963751681,663.5792753910306,662.8313312010907,1.495888401147139,65.39801216125488,64829.656153841956,0.8535657182781533,0.36666666666666664,4.9324628000031225,66.60111236572266,0.4,66.59849548339844,0.4,64.197509765625,0.3333333333333333,64.19493103027344,0.3333333333333333
3,0.000995895006911623,564.190156177508,563.3941138764949,1.5920847895929584,54.020877838134766,20568.701814144275,0.8503127398175757,0.36666666666666664,4.717338200003724,55.784507751464844,0.4,55.82107925415039,0.4,52.25870132446289,0.3333333333333333,52.21922302246094,0.3333333333333333
4,0.0009907795784955327,443.5650336357446,442.80643452489096,1.5171980201108906,39.870248794555664,4779.27266937921,0.7829595392084447,0.5142704517704517,3.8950209000031464,42.39787292480469,0.07692307692307693,42.387123107910156,0.6190476190476191,37.39621353149414,0.6111111111111112,37.29978561401367,0.75
5,0.0009836474315195148,297.9085825821886,297.2476264193209,1.3219129518565544,26.840238571166992,1349.5171162418392,0.901145342554367,0.7752525252525252,3.949105099993176,29.0501651763916,0.7727272727272727,28.817625045776367,0.7727272727272727,24.781461715698242,0.7777777777777778,24.711702346801758,0.7777777777777778
6,0.0009745278735053344,178.81681657391925,178.3713655535169,0.8909012350380618,20.117339611053467,1373.1111371081336,0.8879663503798189,0.8406245265868808,3.665536600004998,19.33811378479004,0.8260869565217391,18.942588806152344,0.8571428571428571,21.03326988220215,0.8292682926829268,21.155385971069336,0.85
7,0.0009634583786730109,114.97217405452285,114.67792071599105,0.5885065467180406,18.528413772583008,1290.5364994669903,0.913623536120231,0.865,3.840981899993494,16.816049575805664,0.88,16.82296371459961,0.88,20.110485076904297,0.85,20.36415672302246,0.85
8,0.0009504844339512095,100.11669190175509,99.90207922989347,0.4292252888723564,17.565027236938477,1058.116465320711,0.9461429171742992,0.887115979995237,4.093654800002696,16.85017967224121,0.9411764705882353,16.685482025146484,0.9230769230769231,18.332050323486328,0.8421052631578947,18.392396926879883,0.8421052631578947
9,0.0009356593520616947,92.226456926669,92.05723368432434,0.33844649374138475,17.00301241874695,884.5078413560009,0.9509243923483806,0.9047531694590518,3.7733227999997325,15.892334938049316,0.9411764705882353,15.830633163452148,0.9411764705882353,18.210723876953125,0.8648648648648649,18.078357696533203,0.8717948717948718
10,0.0009190440524459203,88.51084339357294,88.36573752533161,0.2902118818110406,16.664388179779053,793.9946329416402,0.9531748971346257,0.9028869964212808,3.776908400002867,16.211828231811523,0.9230769230769231,16.320720672607422,0.9056603773584906,17.329471588134766,0.8780487804878049,16.7955322265625,0.9047619047619048
