round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,macro_rmse,macro_nasa_score,macro_auprc,macro_f1,round_seconds
1,0.001,798.2656644986791,797.6383037871511,1.25472468231988,76.93408393859863,189256.38385618644,0.7686043574869511,0.36666666666666664,7.23506950000592
2,0.0009989726963751681,719.8309552738534,719.1362695984581,1.3893738526055035,69.74008750915527,98018.41109022552,0.8073280804043095,0.30526315789473685,4.736713399994187
3,0.000995895006911623,634.0150531055303,633.2394853953281,1.5511330081694292,59.803072929382324,37345.71136587798,0.8459977511339773,0.37857142857142856,4.591930499998853
4,0.0009907795784955327,525.4934098558853,524.6409580505782,1.7049036499196006,47.195579528808594,10114.203161245685,0.883343818041677,0.49263565891472866,4.864820300004794
5,0.0009836474315195148,391.32259416438535,390.5318593971597,1.5814703907958316,32.65603590011597,2151.6827070166337,0.8638499046359878,0.7951393534002229,4.758972800002084
6,0.0009745278735053344,245.78651797254383,245.21504674938538,1.1429414323217015,22.43010425567627,1608.232436598847,0.920799482100024,0.852852787456446,4.71118359999673
7,0.0009634583786730109,146.07443859214723,145.72451280871613,0.6998516724425716,20.491981029510498,2167.5228058675366,0.9221909168799377,0.8555033476805356,4.621419900009641
8,0.0009504844339512095,120.17210236743982,119.95934148274338,0.42552153194816,18.408981800079346,1458.0766770505052,0.9532988872382877,0.8720121951219513,4.997010999999475
9,0.0009356593520616947,111.14252332489131,110.98056995606606,0.32390645158824727,17.44082236289978,1308.9661786964991,0.9664445997092864,0.9060506566604127,5.067406300004222
10,0.0009190440524459203,106.3303912653096,106.1905126872183,0.2797572594047065,16.144399166107178,1036.3725356059826,0.9631775769233615,0.9126610554868563,5.403488500000094
11,0.0009007068109339783,102.77393865644017,102.65334993106543,0.24117760679851935,16.407403707504272,1098.3179857010423,0.9609064549294134,0.9172828606114115,5.674727300007362
12,0.0008807229791845672,99.52421822715684,99.40969757551693,0.2290413060035068,16.04034948348999,952.3005259864631,0.960711043456828,0.931179627486057,5.114228500009631
