round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,macro_rmse,macro_nasa_score,macro_auprc,macro_f1,round_seconds,client_1_rmse,client_1_f1,client_2_rmse,client_2_f1,client_3_rmse,client_3_f1,client_4_rmse,client_4_f1
1,0.001,689.4375012709835,688.6839769628895,1.5070470087279482,56.64120101928711,61149.24585738447,0.2207524973068105,0.0,14.332934800011571,55.915157318115234,0.0,56.370357513427734,0.0,56.926719665527344,0.0,57.352569580078125,0.0
2,0.0009989726963751681,395.5547884792441,394.60324516148887,1.9030865578774605,45.882368087768555,174141.89442820748,0.18171519580865808,0.3667047342192691,11.826848299999256,45.153099060058594,0.38125,44.826080322265625,0.38125,47.21708679199219,0.3521594684385382,46.33320617675781,0.3521594684385382
3,0.000995895006911623,286.49659012011216,285.5208927278942,1.9513947014485769,29.256025314331055,40209.87361689634,0.13208203051193818,0.19218999129319683,11.7973433000152,26.248214721679688,0.3050847457627119,26.463083267211914,0.3355263157894737,31.599206924438477,0.043243243243243246,32.71359634399414,0.08490566037735849
4,0.0009907795784955327,159.60294289767475,159.08973992797578,1.0264059675741435,27.732143878936768,26592.2929305999,0.7957957729925943,0.7608086241244136,11.844391499995254,26.00096893310547,0.7819548872180451,26.0379581451416,0.7571428571428571,28.934995651245117,0.752,29.954652786254883,0.7521367521367521
5,0.0009836474315195148,150.31924642335608,150.01816976890362,0.6021533570757251,25.310214042663574,12607.733710705143,0.8356046879021259,0.7591723461665045,11.92092559998855,23.12507438659668,0.7605633802816901,23.208091735839844,0.762589928057554,27.406600952148438,0.7596899224806202,27.501089096069336,0.7538461538461538
6,0.0009745278735053344,140.80598458469424,140.5605015401487,0.4909664602670857,24.141231060028076,10403.331467156584,0.8700800168268797,0.7923713235294118,11.792963200015947,22.534923553466797,0.7941176470588235,22.38412094116211,0.7941176470588235,25.703777313232422,0.8,25.942102432250977,0.78125
7,0.0009634583786730109,134.42404677793172,134.20525467531633,0.4375839297336367,23.19375514984131,8585.072914189099,0.890317236185624,0.8058062983315324,11.79018690000521,21.96283721923828,0.7971014492753623,21.513381958007812,0.8,24.636829376220703,0.819672131147541,24.661972045898438,0.8064516129032258
8,0.0009504844339512095,128.7345487848258,128.53064642187343,0.4078043958395462,22.647430896759033,7921.091103504516,0.9054928217945424,0.8102619149849721,12.001154300000053,21.576751708984375,0.8,21.32642364501953,0.8175182481751825,23.685028076171875,0.8,24.00152015686035,0.8235294117647058
9,0.0009356593520616947,124.18027455771801,123.9837558129283,0.3930375680861305,22.671293258666992,9076.670590473324,0.9069139760029016,0.8070060758116195,11.56067560001975,21.78316307067871,0.8057553956834532,21.304344177246094,0.8088235294117647,23.520267486572266,0.8067226890756303,24.0773983001709,0.8067226890756303
10,0.0009190440524459203,122.7830150005145,122.5891354493994,0.38775903346963864,22.24995756149292,7910.886126404463,0.9092209243039828,0.8024681149055366,12.247958599997219,21.213817596435547,0.7943262411347518,20.931053161621094,0.8088235294117647,23.20939826965332,0.8067226890756303,23.64556121826172,0.8
11,0.0009007068109339783,119.72901683325296,119.540709984123,0.37661359283520085,21.665987014770508,5770.4605110773955,0.9154758270314827,0.7976838241400501,11.767777799977921,20.324913024902344,0.7943262411347518,20.133325576782227,0.8,23.274898529052734,0.8095238095238095,22.930810928344727,0.7868852459016393
12,0.0008807229791845672,116.76841328437123,116.58503113779828,0.36676465402522923,21.59516668319702,5950.944825097675,0.9175497578326492,0.7957408055575634,11.752561100001913,20.267972946166992,0.8057553956834532,20.01774024963379,0.8,23.04960823059082,0.7903225806451613,23.045345306396484,0.7868852459016393
13,0.0008591746750488638,114.9465854595869,114.76433725428862,0.3644966243097796,21.550779819488525,5362.224896922437,0.9262436389894696,0.797076730268671,11.954193699988537,20.334075927734375,0.7832167832167832,20.147825241088867,0.8115942028985508,23.043502807617188,0.7967479674796748,22.677715301513672,0.7967479674796748
14,0.0008361504451306584,114.25053507363742,114.0696751119938,0.3617198445850708,21.623040676116943,6079.261591267669,0.9238452744669092,0.800059184499891,11.807526800024789,20.211423873901367,0.8148148148148148,20.031984329223633,0.7724137931034483,23.22003936767578,0.8130081300813008,23.028715133666992,0.8
