round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,macro_rmse,macro_nasa_score,macro_auprc,macro_f1,round_seconds
1,0.001,747.138951799682,746.0916853645468,2.094531939422977,61.46606159210205,104454.02045402527,0.23218309774126253,0.3667047342192691,14.692030299978796
2,0.0009989726963751681,436.43541870279114,435.2418077324503,2.3872222587705485,43.339094161987305,60612.98896367143,0.4384826876371648,0.08803986710963455,18.949629899987485
3,0.000995895006911623,278.8516008148737,277.77272613293985,2.157749666823862,33.393104553222656,207068.8467161968,0.7191399178124038,0.6223257924870828,34.89583389996551
4,0.0009907795784955327,174.04255205360556,173.503547333703,1.078009439056924,29.945587635040283,26801.8261609546,0.7891687341766507,0.7019563431124229,23.517013900040183
5,0.0009836474315195148,172.8966978634662,172.52407703422512,0.7452419179925972,32.2430739402771,17615.53315629805,0.7836877122946722,0.6525988650988652,12.131795099994633
6,0.0009745278735053344,181.5904026724345,181.26688499955418,0.647035476803065,29.875831604003906,17271.102470629885,0.795429761552437,0.662558029003945,12.507541999977548
7,0.0009634583786730109,170.4764234421005,170.17344705306056,0.605953124448831,29.05801010131836,21589.916944130608,0.8056553807505602,0.6986933761261667,12.632158200023696
8,0.0009504844339512095,165.01019299420201,164.71620720809182,0.5879716216855078,28.974039554595947,24380.50957577846,0.8056883512674085,0.6808009365712309,11.976518300012685
9,0.0009356593520616947,162.68107599339913,162.39195001418756,0.5782520346999724,29.15241527557373,22991.629020247812,0.8070623982705294,0.6609060317964107,12.561053600045852
10,0.0009190440524459203,162.65216768086822,162.3670412289015,0.5702527503825385,28.66297149658203,27121.91360421688,0.816526553449495,0.6911418121842379,12.014155799988657
11,0.0009007068109339783,158.60424495720005,158.32311238350943,0.5622646953490186,28.952899932861328,21158.249862982706,0.8182410139939975,0.6759031112145817,11.833228199975565
12,0.0008807229791845672,160.14996360273943,159.86682819940273,0.5662704178627731,28.504040718078613,23314.440228107687,0.8190921404088984,0.6878982827653326,12.355332900013309
13,0.0008591746750488638,156.994006359527,156.70926779337967,0.5694778270942559,28.410752773284912,19257.501707321906,0.8208416711600066,0.6764727928849844,12.348665600002278
14,0.0008361504451306584,156.59428576470435,156.31720669488385,0.5541582844483691,28.034592151641846,24254.57694613225,0.8242325611290402,0.696449353122544,12.488811199960764
15,0.0008117449009293668,155.10825968936265,154.83166063702515,0.5531984261115643,28.4520320892334,24550.7508381256,0.8203631280685607,0.6825931175272407,13.151196099992376
16,0.0007860583300610849,154.19318682689627,153.92320513389498,0.5399636825000155,28.45962142944336,15576.115032212583,0.8272168599972626,0.6621627337549256,13.164980900008231
17,0.0007591962841552626,155.88524021084885,155.61641304000705,0.5376546312143878,28.40853786468506,33880.068961409605,0.8315159044497751,0.71078206562405,12.450039199960884
18,0.0007312691451204176,152.1913324905313,151.92286987086274,0.5369256597852803,28.384207248687744,32349.72662511191,0.8340658172196036,0.6963607852221099,12.725768699951004
19,0.0007023916715611969,151.87927898754552,151.61275077380844,0.533056100373877,28.687598705291748,38276.307369676084,0.8290430148283603,0.6932970676855217,16.115711999998894
20,0.0006726825272106538,150.8490752769224,150.58300856816552,0.5321337123352651,28.615936279296875,15009.94943307317,0.8351534563526224,0.6519193786716178,12.653632499976084
21,0.0006422637933155162,155.79344110817982,155.53221839531489,0.5224450814764039,28.14413356781006,27195.72465599786,0.8386470084982244,0.7066182663788212,11.849206499988213
22,0.0006112604669781572,150.50232305635777,150.24534230811574,0.5139614853529912,28.14647912979126,23913.893433352503,0.8354270798556587,0.690665221771597,11.64673809998203
23,0.0005797999475166897,150.37593627736217,150.1126671119218,0.5265382357567747,28.22875452041626,15692.55357869155,0.8429711667534041,0.6822903562845393,11.395466099958867
24,0.0005480115129538409,153.16111168950192,152.89939557300085,0.5234327106433811,28.198636531829834,30547.085487148543,0.8357126083553151,0.7131950210730698,11.094686599972192
25,0.0005160257887858277,149.38972504040595,149.13386169325824,0.5117265948916552,28.072644233703613,27777.430091758673,0.8406932420758595,0.6903475243292178,11.134613499976695
26,0.0004839742112141724,150.08765121128226,149.8315799402883,0.5121420782846932,28.526238918304443,38357.15514637629,0.8409448460431742,0.7152482644265967,11.274841200036462
27,0.0004519884870461591,148.8642448839071,148.6093278065657,0.5098343637496308,28.281129360198975,25369.28738552395,0.8441234074582264,0.6804440755130593,10.862757500028238
28,0.0004202000524833105,151.14539353486663,150.88909662316962,0.5125939668957735,27.720818996429443,22681.33127883223,0.8434503979049395,0.6977309892048338,10.825461399974301
29,0.00038873953302184284,149.65289548753626,149.39830214608264,0.5091867396697226,28.315922737121582,31316.309060000487,0.8440612711362845,0.6996941905927716,11.3410625999677
30,0.0003577362066844838,149.4540436808059,149.2009256250329,0.5062362047399718,28.2156023979187,19766.047548390194,0.8435512692913592,0.6843516462066083,13.762200199998915
31,0.0003273174727893463,151.9140421883629,151.65885667344162,0.5103711121302119,28.79039716720581,14031.093310288285,0.8433437641095658,0.6755860124240511,11.755349800048862
32,0.0002976083284388031,155.3322131366226,155.07233167230228,0.5197628287162719,27.82410955429077,24455.1372869889,0.8408100707704662,0.7111644474328038,11.613477699982468
33,0.0002687308548795825,150.0263798126775,149.7746605628119,0.5034385536670802,28.919732570648193,46472.96518837848,0.8437312551618614,0.710419419381533,12.4216062000487
34,0.00024080371584473748,148.96976064345603,148.71767074539923,0.5041796688370468,28.269580364227295,26505.071112909325,0.8437676490505612,0.6858381009674079,11.799583999963943
35,0.0002139416699389153,151.20335452652512,150.95087512568435,0.5049590014183655,28.113306522369385,29265.187570966216,0.8451991481392482,0.7091268495186405,11.531905499985442
36,0.00018825509907063325,149.9904024422546,149.73726254749812,0.5062793598269277,28.085816383361816,23869.792925722075,0.8432170381508908,0.6995614623422157,12.240990600024816
37,0.00016384955486934162,151.06876414307075,150.8152359419792,0.5070562088401167,28.1290020942688,24987.171955994025,0.8429025292072976,0.7017490402942752,14.027865000010934
38,0.00014082532495113625,151.17640182252802,150.92440511248316,0.5039936862982447,28.17706871032715,30063.931399726833,0.8459768100546514,0.7021013483567919,12.921617200016044
