round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_nasa_score,global_test_auprc,global_test_f1,round_seconds,delta_norm_client_1,delta_norm_client_2,delta_norm_client_3,delta_norm_client_4,delta_norm_client_5,delta_norm_client_6
1,0.001,717.4072408753173,716.6179468785982,1.5785882902723876,71.9166259765625,239296.01166205498,0.6777336504049598,0.0,2.1794474359999185,4.129975704383743,3.850495842723291,3.9745257515895176,44.78497455992956,45.30593837426952,4.401509410728673
2,0.0009989726963751681,608.4617949204275,607.6995920044704,1.5244052529926595,61.15812301635742,85333.54230753181,0.7014605566173717,0.5405405405405406,2.1296451119997073,4.985487474218329,4.540689875172365,4.78218597225131,56.38505336052197,57.62591726359344,5.487972787789277
3,0.000995895006911623,484.1798704481146,483.48788154363643,1.383979265397899,46.44773483276367,18345.479498320747,0.7635863916940354,0.36363636363636365,1.961234375999993,5.775822350619664,5.439685195167247,5.456009367052732,60.93316615769749,62.21945637129146,6.064159234743768
4,0.0009907795784955327,322.13951385091843,321.6193444252479,1.0403388479667082,33.71574783325195,7550.706607277341,0.8225471216580411,0.23529411764705882,2.050075067999842,3.7303230938075127,3.1075670512493954,3.434544995879184,35.752261113657205,36.563701805759386,3.699795701472215
5,0.0009836474315195148,179.19114342945292,178.88255080294834,0.6171846164945706,23.807327270507812,3584.757641376368,0.8753295936687873,0.5483870967741935,1.966474536000078,3.6856844207634345,3.1925491215528967,3.138244559997494,28.760770088109663,29.275967384946117,2.9239881327336135
6,0.0009745278735053344,105.32382322515737,105.12299236008425,0.4016623567219146,21.373554229736328,2522.213187148051,0.8929498048929805,0.7297297297297297,2.153302636999797,2.4647962665773617,2.182389091692611,2.0576832769545645,24.284640037997004,24.182464460064466,2.4808310027287708
7,0.0009634583786730109,92.8308091280784,92.6849866294754,0.291644827919368,19.169031143188477,1629.2394354142516,0.9069402398663607,0.775,2.041241911999805,1.276552625128817,1.5538262747219,1.307188512637907,19.061974734267473,17.95302227224751,1.9943048169851578
8,0.0009504844339512095,90.56671591744215,90.43849782136665,0.25643653848875947,19.92713737487793,1942.1436748028368,0.9060062995176537,0.7951807228915663,2.0410597129998678,1.2278779933234512,1.2032160563554528,1.0579159267876224,15.299003898589149,16.72838634366821,1.7280780456935243
9,0.0009356593520616947,89.421418029789,89.30285440878765,0.23712747432293824,23.579954147338867,3982.0054986920427,0.9026805502902391,0.676056338028169,2.0905448739999883,1.1346548080960284,1.1201741899904976,0.9519348710275592,15.655569631014146,15.923577719706117,1.803476994555017
10,0.0009190440524459203,87.66237432570922,87.54631497461368,0.23211918491192204,20.254318237304688,2046.5380383625616,0.8965516250564364,0.7435897435897436,2.1860554830000183,1.175962646858338,1.1179770844593275,0.7055635266509908,16.10125985862492,14.35810676368027,1.4772070423720078
11,0.0009007068109339783,87.9635631293208,87.84498396023166,0.23715825377421337,22.905597686767578,3695.310184644275,0.9099654192142204,0.7297297297297297,2.247423714999968,1.0924282764145148,1.0012171768884641,0.6124444572647042,13.135827327559682,13.590159096078875,1.4013107766244166
12,0.0008807229791845672,86.94024096449947,86.82538132748142,0.22971935034142998,20.897720336914062,2392.6605055586306,0.8958587388500985,0.75,2.091021633999844,1.1746053737392688,0.9602196829060363,0.5196161257910327,13.62808977604304,14.755239715677035,1.5972515008667858
13,0.0008591746750488638,87.11401029341836,86.99940185020257,0.2292166114196418,22.93522071838379,3453.678479698509,0.8875822911713287,0.7123287671232876,2.098398241000268,0.983957273764129,0.9800295226616997,0.5402800304884842,13.52180315427926,14.886040454967247,1.4960908510888857
14,0.0008361504451306584,86.9750257638844,86.85908186251436,0.23188757418275044,23.43186378479004,3923.8597538457534,0.8682570339208371,0.6575342465753424,2.1479591000002074,1.008423068627349,0.990455526585867,0.45775390722520753,13.35136552625968,14.198296131883735,1.2906825366524635
