round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_nasa_score,global_test_auprc,global_test_f1,round_seconds,delta_norm_client_1,delta_norm_client_2,delta_norm_client_3,delta_norm_client_4,delta_norm_client_5,delta_norm_client_6
1,0.001,710.8955653149693,710.2203215337181,1.3504883790624653,70.57168579101562,211860.2863440215,0.6604233400977992,0.4307692307692308,1.9347365089997766,3.9529848148965576,3.840581497409387,3.929208427523947,8.881906929059966,4.427770963455306,4.363482331519668
2,0.0009989726963751681,586.6000417813431,585.7279891657076,1.744103577028496,57.41090774536133,58041.28161560321,0.7199990114361566,0.3673469387755102,1.9225938409999799,4.797818181860827,4.577567412724254,4.635800955951698,11.17073818841149,5.564727837986597,5.386407533478828
3,0.000995895006911623,448.30583827713053,447.3408606731836,1.9299540173060494,42.53065872192383,11583.822254554114,0.6731136830188279,0.0851063829787234,1.9091863870007728,5.954760255693705,5.817059489286527,5.99990694336754,13.252991292748076,6.527320777736528,6.668109915642969
4,0.0009907795784955327,273.67733589484743,273.0521595390625,1.250352553948088,29.49466323852539,7994.925031353725,0.7565523336108753,0.6197183098591549,2.0907665189997715,3.9331064503825734,3.507426730537883,3.506862194897158,7.839186329841927,3.8472755881211635,3.7922094517741507
5,0.0009836474315195148,140.51541040296095,140.18346487484303,0.6638912167283101,26.78642463684082,8284.81334101047,0.787567749337444,0.46875,1.9264445790004174,3.641642361068607,3.2609168084081546,3.105929153749952,6.953021588816371,3.3060205746695632,2.864879296174753
6,0.0009745278735053344,95.32002212122325,95.11946334193415,0.4011171297897842,24.06813621520996,8306.42325851785,0.8824097961072223,0.6571428571428571,1.9257720329997028,2.800244566780228,2.083478351036799,1.9766419408294351,5.5236887684951625,2.9380132761073643,2.19028405798021
7,0.0009634583786730109,86.47305472071143,86.32714176313299,0.29182599231189893,23.416584014892578,4283.640626882115,0.9065610266482035,0.684931506849315,1.927275787000326,2.0881683515162037,1.6237114147277105,1.5483605871679849,4.58246917616895,2.484551892011281,1.7982580912084645
8,0.0009504844339512095,83.99099658700725,83.85853129123048,0.26493056730590053,23.312192916870117,4794.723763969965,0.9328919641023518,0.7397260273972602,2.0685467789999166,1.8331032053717116,1.4154671136820762,1.1635418738549619,3.9534836908012427,2.0227438087096914,1.6021471281096982
9,0.0009356593520616947,81.42957424430112,81.31282278253742,0.23350268612831726,21.632854461669922,5381.726296298292,0.953881644667397,0.7397260273972602,1.9591037239997604,1.3855182049896457,1.2752043413288778,1.2257683543438993,3.741894938790732,1.971539783788779,1.5243855417320349
10,0.0009190440524459203,79.68653503018568,79.57379086336873,0.22548800441585184,21.212738037109375,4582.205526418314,0.95722356371966,0.8051948051948052,1.9328605310001876,1.2960148714869564,0.8218505707064229,1.111906245584296,3.3003742226037662,1.8052485408166346,1.4117551949640046
11,0.0009007068109339783,79.23135020740766,79.11969029607523,0.2233198789830211,22.23784828186035,5106.466703414208,0.9588035046156203,0.7837837837837838,1.9387164089994258,1.3238241002450335,0.8364679665603445,1.0017047519211166,3.173128342829189,1.5917680169695372,1.3892817166696545
12,0.0008807229791845672,78.2179786422706,78.10793452926883,0.2200878074828229,20.57727813720703,3290.56155000728,0.9604337846103881,0.85,2.078295096999682,1.2725772159829813,0.5678957499234255,0.9225894425221449,3.1508072060040666,1.6255666919239864,1.2552252420187446
13,0.0008591746750488638,77.33854222989021,77.22988057500794,0.21732321908760407,21.734420776367188,4291.517051309325,0.9537027838210197,0.8311688311688312,1.9165705639998123,1.191136027242411,0.6062001873998044,0.8919598324090262,3.1847969627523636,1.6251335009572296,1.2276701562197052
14,0.0008361504451306584,77.3513122259335,77.24163070950236,0.219362845123978,22.989532470703125,3913.4196575796273,0.9424845571809406,0.7323943661971831,1.9637809559999369,1.2137136880250352,0.7717479868915965,0.8580102477858017,2.957500017031821,1.4421472190437337,1.1995539874037053
15,0.0008117449009293668,76.00342262628114,75.89687397406762,0.21309710115081446,22.928821563720703,4032.6480791836057,0.9342462982191341,0.7466666666666667,1.9339881570003854,1.2794783325790635,0.7227017860684031,0.6089492562101891,3.0163725463337676,1.4829954163656562,1.222575301141779
16,0.0007860583300610849,74.99756333880227,74.89434141047023,0.20644360842120377,21.25479507446289,3091.8266993524585,0.9563334069535065,0.8311688311688312,2.043354822000765,1.099226110636148,0.69557040186315,0.8742704946986902,3.080573574889412,1.550258326678479,1.1629308780516163
17,0.0007591962841552626,76.25245595316916,76.14933615579095,0.20623928291791352,21.429149627685547,3256.7052979782343,0.9520539994585909,0.8536585365853658,1.9430610359995626,1.1935954735370533,0.4727812022509811,0.6358766489761191,2.737845463853974,1.414259788858373,1.1681817188909303
