round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_nasa_score,global_test_auprc,global_test_f1,round_seconds,delta_norm_client_1,delta_norm_client_2,delta_norm_client_3,delta_norm_client_4,delta_norm_client_5,delta_norm_client_6
1,0.001,728.404161801028,727.7409023077843,1.326518264288748,68.4254379272461,173198.22997167264,0.7166904288233454,0.2962962962962963,2.100504021999768,3.9529848148965576,3.840581497409387,3.929208427523947,4.4551092987361285,4.427770963455306,4.363482331519668
2,0.0009989726963751681,580.6296871723904,579.7484355571652,1.7625038170945155,52.90327072143555,35603.182244713134,0.7635702023118045,0.0,2.045226222000565,4.734726454795008,4.601081011493339,4.738186816750906,5.757238088310875,5.723425864505722,5.602873665915004
3,0.000995895006911623,408.60414651145976,407.7396605760962,1.728973546574591,33.91070556640625,5275.643524328562,0.7977936962591079,0.6,2.0893231279997053,5.762014165275874,5.493594289046077,5.598542626662507,5.42539773413512,5.867411459943013,5.854742363598741
4,0.0009907795784955327,211.48403487250098,211.0626298605705,0.8428105780534029,21.893856048583984,4410.779899389131,0.8522567866218045,0.7380952380952381,2.186936308999975,3.976564665017304,3.450234816886079,3.8628383891112548,3.28129203932248,4.09713468211205,3.55906276412387
5,0.0009836474315195148,115.04785156055955,114.80040549513065,0.49489213247623437,20.210914611816406,4146.332422449601,0.9042451342307485,0.8470588235294118,2.0367944729996452,3.5355355115600435,2.9528486816511337,3.1010638730713445,2.809370736170045,3.505925119528417,2.747342134861945
6,0.0009745278735053344,96.65994717300269,96.48443376877549,0.351026607597863,20.041824340820312,3544.8919433499877,0.911121744280479,0.8292682926829268,2.076533452000149,2.2746292501729206,1.8532880619823588,1.7464360324955779,1.8706029520342693,2.2903131685406417,1.876700379910078
7,0.0009634583786730109,91.69537515448883,91.55590020455925,0.2789496339667129,18.950380325317383,2512.8333587685547,0.9127476164001228,0.7804878048780488,2.05524722500013,1.7069145438964097,1.3446296480750817,1.3885382884505955,1.6627145336103353,1.7121897028777435,1.5055603195979264
8,0.0009504844339512095,89.09068152184562,88.96556263739222,0.25023754488415306,18.899791717529297,2318.667824601035,0.9124972472314758,0.7906976744186046,2.231759002999752,1.4881181726512127,1.251245557567563,1.2699993769686224,1.5002843862381714,1.4495736509165227,1.3676030357888387
9,0.0009356593520616947,87.55885950362295,87.4435214975515,0.23067577259204555,19.096168518066406,2396.3101777035536,0.9268438892024725,0.8148148148148148,2.0763778999998976,1.0244181770538465,1.1473873726015482,1.0905839200201064,1.5034927448899933,1.2430392917548658,1.2070551059749142
10,0.0009190440524459203,85.91621889266857,85.80629661161747,0.21984396610172738,18.361650466918945,2052.698018672099,0.9300221849494325,0.8095238095238095,2.047902637000334,1.14668749842875,0.9222191267493862,1.0035779752362934,1.548195808924606,1.1835127527561196,1.0659340730517894
11,0.0009007068109339783,83.80898911424003,83.70181517526572,0.21434798516976925,18.321733474731445,1993.0843851675193,0.9393115508629707,0.8292682926829268,2.058399503000146,1.143206102517287,1.0452627600945157,1.0075699520013366,1.1018939616014225,1.342269263815785,1.220457060595351
12,0.0008807229791845672,82.67218040675864,82.56771397496736,0.20893253481347082,17.669567108154297,1736.1021688704825,0.9538739991258957,0.8433734939759037,2.186530290000519,0.9637602943260682,0.8433256394052973,0.9527349051967128,1.4125849630113738,1.084359127535409,1.1121172618441115
13,0.0008591746750488638,80.87699307078157,80.77264279354215,0.2087002897248176,17.83121109008789,1790.2629588977452,0.946959136282501,0.8433734939759037,2.09434451099969,1.040416570213066,0.8193157298320453,1.0011037940397203,1.0756606246110347,1.0750466674458605,1.0736123807261546
14,0.0008361504451306584,79.50302779656657,79.40148602675592,0.20308373839228752,17.401777267456055,1639.7262189889998,0.9515944105741945,0.8571428571428571,2.02386543800003,0.9347402255583712,0.8921174144237749,0.8648435276483417,1.1574545761582944,1.1717840451216064,0.9971979094480153
15,0.0008117449009293668,77.78678053218468,77.68848145740289,0.19659797234742035,17.60283851623535,1681.583704697336,0.952229388210144,0.8470588235294118,2.111891974000173,0.9327486762627003,0.8440969038282116,0.9549671862845653,1.2440808308053635,1.0452582358670055,0.9873903235813446
