round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_nasa_score,global_test_auprc,global_test_f1,round_seconds,delta_norm_client_1,delta_norm_client_2,delta_norm_client_3,delta_norm_client_4
1,0.001,589.4409954856053,588.604001182401,1.6739899766227868,43.4290657043457,125515.22821066591,0.2867841425108027,0.0,5.798806548000357,8.991419972402337,8.992694584872831,10.496569786887475,9.584069971687198
2,0.0009989726963751681,214.5658807635686,213.98748423200266,1.1567935383752963,27.980525970458984,65469.69160603969,0.8180018240175101,0.75,5.811819587999707,8.717557950646754,8.546936148885084,11.237774777761052,8.73317700917285
3,0.000995895006911623,140.71534454302412,140.50066611408744,0.42935707677286755,23.25468635559082,17130.394049531445,0.8576037338163037,0.7737226277372263,6.486765604000539,3.455358468520119,3.3745755867071487,6.003634807078216,4.099927987060887
4,0.0009907795784955327,128.93575509683794,128.75133448267673,0.3688414438093135,21.710691452026367,8910.598781099674,0.8939774660792462,0.7813620071684588,6.114253482001004,2.44338103619251,2.6133064755312243,4.436671857679431,2.983943880128759
5,0.0009836474315195148,120.11330686682805,119.94558667122209,0.3354403346916325,20.887157440185547,9093.677674702665,0.9149554190805274,0.7912087912087912,6.149762662000285,1.998871739293247,1.8158356605334818,3.422109734348967,2.4832889143463657
6,0.0009745278735053344,111.97139834217315,111.81717756841886,0.30844139932302084,20.58336067199707,12971.64617348067,0.9300973788654342,0.8136882129277566,5.776337590001276,1.8697898098976735,1.8763227091363262,2.9272486143383767,1.8951866699155007
7,0.0009634583786730109,106.04257589344878,105.89795561429011,0.2892404812354219,20.21988868713379,10248.912192427219,0.9326978744445983,0.8060836501901141,5.652029816999857,1.5339769701804304,1.5808465358470147,2.3456424592218306,1.9278912334087723
8,0.0009504844339512095,100.92697947242131,100.78988394142218,0.27419107514906693,20.185779571533203,12125.411383504666,0.9388873422282804,0.8153846153846154,5.890280940999219,1.5546799246529046,1.4359044390716056,2.28966176218676,1.8443586364442095
9,0.0009356593520616947,98.30822692435306,98.17377632600872,0.2689012527148137,20.18894386291504,12145.95501557652,0.9415534381168348,0.8300395256916996,5.988160349999816,1.231947801825856,1.2165932113835507,1.871442430806739,1.3358923792641189
10,0.0009190440524459203,93.67263685406307,93.54401341202968,0.2572467534556698,20.662975311279297,15225.553026942673,0.9417947975661702,0.85,5.706314672999724,1.255728015044558,1.1795010191661373,1.6455580885006265,1.3686361071181943
11,0.0009007068109339783,92.34270963582019,92.21567125907323,0.25407682798319053,19.90488052368164,12242.582385206872,0.9480466494956308,0.8421052631578947,5.790071010000247,1.157085221803909,1.186284160622192,1.5416966434061523,1.0537410284649178
12,0.0008807229791845672,89.79894706807755,89.67454093815888,0.2488125351338035,19.70003318786621,10105.545662583128,0.9488591640958758,0.8502024291497976,5.78729088199907,1.0860571261957936,1.0084538491601316,1.3114484626760998,1.080845935573058
13,0.0008591746750488638,86.9715068918841,86.85031979347586,0.24237457496504494,19.83233642578125,10372.346125158194,0.9454298875128445,0.8353413654618473,5.522413906999645,1.0654954758439543,1.077452407798279,1.2614462775218804,1.0482823624471145
14,0.0008361504451306584,86.4873536603706,86.36739828853179,0.2399109199995801,20.0361328125,11814.792186896895,0.9452382072499592,0.8571428571428571,5.797029717999976,0.9815788866635504,0.975284747410536,1.2201697327306658,0.9306062273951625
15,0.0008117449009293668,82.68219451692492,82.56546649402125,0.23345587637098447,20.001079559326172,10706.428379840501,0.9476400569423922,0.852589641434263,5.4408714399996825,1.0477182386141934,1.00890573426344,1.1371759352737285,0.951053406281494
16,0.0007860583300610849,82.41951827922604,82.30361475794751,0.23180716874340168,20.058435440063477,11712.397922135315,0.9425007492087862,0.8433734939759037,5.712043232000724,0.9319060065384386,0.9409025822491707,1.1485137628149058,0.8293543529542624
17,0.0007591962841552626,79.42071035512049,79.30827297526173,0.22487476022600278,19.933826446533203,9804.906890380458,0.9499173722522904,0.848,5.8590038279999135,0.9168582327441683,0.8940605523433809,1.0360949767744687,0.9365312272539679
18,0.0007312691451204177,77.58279146168621,77.47246952716571,0.22064378125284367,19.749906539916992,12026.751462241215,0.9448153728896628,0.8502024291497976,5.651151607999054,0.9013390159115461,0.8565155917952787,1.0900731487261128,0.8345707943261639
19,0.0007023916715611969,75.84705517515604,75.73908287329145,0.21594454616885161,19.768186569213867,8984.44136782839,0.946853006244774,0.8688524590163934,5.8437688639987755,0.8543700637122349,0.8813754139511121,1.0145446395674556,0.811315989068224
20,0.0006726825272106538,75.74330547675854,75.6351658119511,0.21627944336800692,19.739538192749023,9752.981109796046,0.9476820497352463,0.8537549407114624,5.683512735999102,0.7929190059146263,0.7968112682701503,0.9269641832264606,0.7471318153778524
21,0.0006422637933155162,73.85290196249281,73.74666661694226,0.212470518121463,19.69088363647461,10344.01736269763,0.9464859138765105,0.8724279835390947,5.59613458000058,0.7815113258621373,0.7742748389057114,0.9218927467828272,0.6790290525722362
22,0.0006112604669781572,71.86005824270967,71.75527754309746,0.20956134724714715,19.782821655273438,10290.754960306373,0.9483500945795255,0.8713692946058091,5.738590519000354,0.7434873043384231,0.7620181781350714,0.8584043400552731,0.688410632638214
23,0.0005797999475166897,70.51721048919717,70.4142996353294,0.20582153745275616,19.579416275024414,9805.04241674222,0.9465320055416664,0.8734693877551021,5.555762138001228,0.7450308765171997,0.7391911891320467,0.7688742718756693,0.6974503644102693
24,0.0005480115129538409,70.33305070603183,70.23056595835031,0.2049697813996224,19.55887222290039,10399.321300897858,0.9490441046774921,0.8641975308641975,5.811141686001065,0.6838384197152686,0.7148317057037521,0.787928891864699,0.5896603784010159
25,0.0005160257887858277,69.08592655479754,68.98382447735958,0.2042040673692055,19.59940528869629,7658.488878440504,0.9497453219550825,0.8560311284046692,5.576037742001063,0.649515624499557,0.6637101434589774,0.7211667336806337,0.5827334225053701
26,0.0004839742112141724,69.23252921024829,69.1310055876827,0.20304758012942728,19.45166778564453,10673.960685878368,0.9508412815588787,0.8780487804878049,5.534660447001443,0.611979124834852,0.6148959476035795,0.6760247753777159,0.5408157796995178
27,0.0004519884870461591,67.03378228567993,66.93466365819782,0.19823699077490148,19.411476135253906,9222.77493097223,0.9469080873222275,0.864,5.73632988800091,0.6126283486851001,0.5951725674021514,0.6606863674173791,0.5913583268003247
28,0.0004202000524833105,66.12150777312907,66.02311153159172,0.19679246848210616,19.46051788330078,10937.730830066035,0.9501198575030749,0.8852459016393442,6.1097346440001274,0.5695477139690281,0.5687073707984888,0.6632332971606878,0.5361567357794318
29,0.00038873953302184284,65.48093567635343,65.38394923649922,0.1939728967172865,19.456960678100586,8644.133615952873,0.9527964012685973,0.8906882591093117,5.55802799599951,0.5522768932971195,0.5309322112782913,0.6160574703090657,0.5220208094009474
30,0.0003577362066844838,64.78383528122095,64.68735787029901,0.19295490015280423,19.4671573638916,10166.927085063468,0.9504172627873935,0.8816326530612245,5.891568770999584,0.5630246663257307,0.5350443890506442,0.5784616163069847,0.4927798338199651
31,0.0003273174727893463,64.21028713870385,64.11420464207463,0.1921649884467397,19.440696716308594,10642.264310513056,0.9510873906389774,0.8734693877551021,5.853697823000402,0.5038106265848076,0.4979465218098858,0.5757784162664783,0.4514337415520439
32,0.0002976083284388031,63.888455741788405,63.79348723392896,0.1899370924025248,19.313735961914062,9915.178783661133,0.9527945010186595,0.8688524590163934,5.772907933998795,0.46237951959686735,0.4657677030350333,0.5184180096844845,0.42518128234217684
33,0.0002687308548795825,63.30289233230546,63.208525549023186,0.1887336484125352,19.352794647216797,9480.896675357028,0.952017311744509,0.8790322580645161,5.738242509998599,0.46807747016595946,0.4378719672018422,0.4800378250389463,0.3994713049595441
34,0.00024080371584473748,62.87970866203692,62.785275043794286,0.18886717288294816,19.289339065551758,10277.24352621171,0.9537441547137508,0.8755020080321285,5.619600547001028,0.42098076267491147,0.41685155635705295,0.468959967889184,0.3740100111434896
35,0.0002139416699389153,62.343782897140436,62.249881348361654,0.1878034278565281,19.35346221923828,8879.64452391788,0.9521738762450045,0.8780487804878049,6.066416020999895,0.4095109387365457,0.4113754676743009,0.4457786681230959,0.35843252807731296
36,0.00018825509907063325,62.26379554211716,62.17045159157297,0.18668801393844586,19.337833404541016,11842.278251183012,0.9510726425192902,0.8734693877551021,5.57904814199901,0.38604406885659504,0.3635715171944641,0.41520623365930914,0.3323869070271679
37,0.00016384955486934156,61.910945753732584,61.81772315050207,0.18644516775784706,19.2497615814209,10077.094219707284,0.9536176597984568,0.8888888888888888,5.525585379999029,0.36665315422693817,0.33407164126023736,0.38426324138094375,0.33217652583443735
38,0.00014082532495113625,62.089728715150194,61.995878953022974,0.18769948568873046,19.233272552490234,9491.482201040459,0.9535893267553439,0.8674698795180723,5.6397863820002385,0.31382968006388856,0.3110274338400121,0.3440169139252666,0.2885919230779476
39,0.0001192770208154328,62.128806678628024,62.03577048450229,0.18607241444913575,19.200693130493164,9595.352713221142,0.9532729284046301,0.88,5.550150528999438,0.2968960016839687,0.2935440551138706,0.3049081957592061,0.26198872359450737
40,9.929318906602175e-05,62.25840935246815,62.16529995682653,0.18621895527397508,19.188901901245117,10922.275933226516,0.9528504711257401,0.8780487804878049,5.871914045999802,0.2574291065051654,0.26200546763111676,0.28803329160753643,0.24428324553128508
41,8.09559475540797e-05,62.882405990936604,62.788426559978944,0.18795898730759086,19.230812072753906,11220.98562865913,0.9533813983184346,0.8764940239043825,5.657458519001011,0.2181757007597011,0.22764251332878602,0.25288018625910125,0.21394043442736194
42,6.43406479383053e-05,62.9679879158041,62.873704970107255,0.1885659520439496,19.1420841217041,11451.136906291802,0.9530121315182005,0.8790322580645161,5.649770342999545,0.2083277542161776,0.19761622645478685,0.22029513877308432,0.19391677947085023
43,4.9515566048790485e-05,64.03659317074491,63.94123153967493,0.19072323576005817,19.143234252929688,12464.379838652145,0.9529577144734158,0.8755020080321285,5.810722038999302,0.16074614508860463,0.1653386711623751,0.18530582294180567,0.16772577103156572
44,3.654162132698918e-05,64.94498676255559,64.84909188617435,0.19178951900596752,19.187870025634766,11515.652340014954,0.9526157605264015,0.8764940239043825,5.831144927999048,0.1376512447099374,0.1360360106019295,0.15285077559316537,0.13626342833480218
45,2.547212649466568e-05,65.82472507408995,65.72767884478986,0.1940922859044724,19.14693260192871,11656.178266787234,0.9527296324542095,0.8764940239043825,5.561850375001086,0.10728084447467148,0.10500011207897775,0.12083269196945182,0.10183821755114977
46,1.6352568480485276e-05,67.28261326347419,67.18376735999566,0.1976919496184879,19.150922775268555,11765.550160741426,0.9525580728090376,0.8764940239043825,5.716448948998732,0.07781290900490674,0.07942316048112216,0.08983522510463841,0.07264569095914987
47,9.22042150446728e-06,68.92858564836035,68.82835825994226,0.20045480167315083,19.133018493652344,11928.381915084827,0.9525969331089881,0.88,5.624375230001533,0.053312054455360566,0.052653656610360894,0.06351602347931505,0.047860596606671586
48,4.104993088376974e-06,70.94174995063881,70.83787462643214,0.20775057077696557,19.14776039123535,11687.39714796762,0.9526873608940206,0.8764940239043825,5.8249939720008115,0.03683098095926498,0.03648394143902581,0.04661641257207035,0.025400099914896727
49,1.0273036248318324e-06,74.900799516589,74.78958193990286,0.22243487474893522,19.142772674560547,11571.365560281123,0.9524759107166412,0.8764940239043825,5.9151642359993275,0.01728743617689316,0.01756058444042551,0.02283711821945717,0.010631380933674023
50,0.0,83.12765615643654,82.9942472025215,0.2668173980965921,19.142772674560547,11571.365560281123,0.9524759107166412,0.8764940239043825,5.634884381999655,0.0,0.0,0.0,0.0
