round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_nasa_score,global_test_auprc,global_test_f1,round_seconds,delta_norm_client_1,delta_norm_client_2,delta_norm_client_3,delta_norm_client_4
1,0.001,499.1293526068408,498.304554114178,1.6495982696905513,44.00336837768555,40268.25488702455,0.2843189100669258,0.0,5.98922746000062,8.991419972402337,8.992694584872831,8.609817436224574,9.584069971687198
2,0.0009989726963751681,234.99770081397705,234.32388269516179,1.347635818539703,25.943496704101562,24467.818475081236,0.7952156239873917,0.7348484848484849,6.019953095999881,8.964150123284867,9.015934316434011,9.967786738137546,9.392100150876784
3,0.000995895006911623,156.8431626245905,156.50707503868472,0.6721751317446655,47.346290588378906,112423.68864111588,0.7909817594591317,0.5181818181818182,5.739364705999833,3.8274239242870434,3.810109852626048,6.971367800570236,4.49651373415765
4,0.0009907795784955327,147.06866914097333,146.76484053061967,0.6076575464839935,37.51218795776367,38038.784652361224,0.8435819024643563,0.5786802030456852,6.03775533299995,2.3755264455966003,2.826438519345346,5.176356228154979,3.0091895027808144
5,0.0009836474315195148,138.00157057289996,137.71776056701026,0.5676199438370283,37.17367172241211,33421.37287800202,0.8513474110931989,0.6178861788617886,5.859639170999799,2.215434875524152,2.171974604880919,4.597976861669619,2.835944789426535
6,0.0009745278735053344,129.76707954867663,129.49910228691513,0.5359548556125197,34.503021240234375,24230.367099307747,0.8526256097723514,0.6422535211267606,6.122090905999357,2.097824685832241,1.8838480749170003,4.399981395499801,2.806865133756385
7,0.0009634583786730109,125.26842005445609,125.01184623579755,0.5131473647825384,32.31743240356445,17320.63433011145,0.8681362981469647,0.6746268656716418,5.870591357999729,1.6872075179846984,1.6677653804281507,4.2614314294393845,2.163985537891278
8,0.0009504844339512095,122.92851848567783,122.67239089688005,0.5122552619991314,33.4486083984375,18117.80898038202,0.8678148805578045,0.6746987951807228,5.809348790999138,1.9792128864875387,1.5232381868255576,4.161647779533421,1.9623260120662502
9,0.0009356593520616947,115.61802640265644,115.37470536271064,0.4866421499486018,33.7037353515625,17881.405200860157,0.8625053312668416,0.676737160120846,5.964874167000744,1.639053795281001,1.5535616910491281,3.6472685953750577,1.7684498471369952
10,0.0009190440524459203,112.86707045115458,112.6202617951084,0.4936176646323274,33.68775177001953,17941.68778809673,0.8809155961056375,0.6934984520123839,5.879245500998877,1.4105932522327458,1.4953556410642161,3.482975156977135,1.7578559555129538
11,0.0009007068109339783,105.67580971125659,105.4438507398508,0.46391757627958563,28.358251571655273,9160.517132012166,0.9028552267414894,0.7985611510791367,5.719487004000257,1.31140463871527,1.2768330265980223,3.1453567038521224,1.49848094546886
12,0.0008807229791845672,103.04808975404698,102.81292125798541,0.47033699234931947,33.50872802734375,15908.32598490834,0.8901083547316487,0.7508532423208191,5.911885354000333,1.2221564125238815,1.2080857887570007,2.7631468303079276,1.3434392120378071
13,0.0008591746750488638,97.18911793917584,96.96611595275331,0.4460043288416795,29.426067352294922,9367.224397705251,0.9157146285748052,0.8319327731092437,5.720071936999375,1.2420318083425546,1.0866994080407288,2.416171012262554,1.2761212575345726
14,0.0008361504451306584,97.95027783335665,97.71850825870672,0.4635391413813552,28.788938522338867,9271.272338697947,0.924259407020035,0.816793893129771,6.013078457001029,1.1353838855998721,1.0885802128315376,2.3691376654203324,1.001273188899092
15,0.0008117449009293668,95.30223752774248,95.07477291766244,0.4549291902506636,27.769643783569336,7965.186712463501,0.9247641133865542,0.847457627118644,6.2826229530001,1.014947157657669,0.9499278468349522,2.2660265171023566,1.0459461679969422
16,0.0007860583300610849,93.02362981832238,92.79851368476653,0.4502319800855733,27.300220489501953,7644.654381089215,0.9306939996174131,0.8547717842323651,5.9204959769995185,1.0085506693062056,0.9266227643578739,2.1776557494539674,0.8996917083129689
17,0.0007591962841552626,91.81961294947084,91.59393916538023,0.4513475687300184,29.11786651611328,9216.554011030072,0.9262447758783685,0.8403361344537815,6.020465101999434,0.919654137925864,0.8867622550554047,2.1581696525086076,0.9790943061520921
18,0.0007312691451204177,89.62490612336377,89.40336736443595,0.44307758148981663,29.086851119995117,9543.54236953891,0.9286877879204056,0.8221343873517787,5.827679975000137,0.8978935358351958,0.8150304424977776,2.042998435605695,0.823308168443347
19,0.0007023916715611969,88.92350654247457,88.69975544914942,0.4475020701692334,32.1196174621582,14285.992128405782,0.917183636752953,0.8060836501901141,5.690498570000273,0.803465089680402,0.7874410274786102,2.0011377381196853,0.8430017415812233
20,0.0006726825272106538,87.24494040892453,87.02388914512846,0.44210229394534895,28.362380981445312,8934.083340977597,0.9325866990430497,0.8381742738589212,6.015902241000731,0.7301930253924512,0.8135606853143417,1.9328860515254698,0.8152092265603139
21,0.0006422637933155162,84.76234611167617,84.54155803403884,0.4415761822597623,27.74272346496582,8209.885463567165,0.9323291006352615,0.8425531914893617,5.962903601001017,0.8224077123452698,0.7528935218406628,1.9507899780913665,0.7888142528214923
22,0.0006112604669781572,86.25256307502741,86.02371263919963,0.4577010220154715,29.67431640625,10594.318672116855,0.926215250964789,0.8221343873517787,5.936377777001326,0.7449686252581453,0.6807222744269363,1.8060033410842582,0.7074766922095985
23,0.0005797999475166897,84.97731046262729,84.74846885476107,0.45768304535009957,29.318466186523438,10066.919734371175,0.9292882227361174,0.8253968253968254,5.923945677999654,0.708081305826592,0.6968919489084895,1.7892077304945069,0.6688818594129441
24,0.0005480115129538409,83.96649551827447,83.73881847835963,0.4553540829418827,31.37140464782715,13201.87963354222,0.9257351148405717,0.7941176470588235,5.929066419999799,0.6456725976601463,0.6632872128265666,1.7176543165510705,0.6239249798078745
25,0.0005160257887858277,82.8485944768207,82.62091012406276,0.4553688369074769,30.0543155670166,10927.75094090262,0.9280454878815009,0.8253968253968254,6.067198823999206,0.6336968419354626,0.6590872871177834,1.6602877942924534,0.6145703864667448
26,0.0004839742112141724,82.01091596499845,81.785308129919,0.4512158771994484,27.769336700439453,8481.182062167682,0.9310401503165255,0.8408163265306122,6.056742950000626,0.6021693123533567,0.5874778302136655,1.5937023876734517,0.5806203703974049
27,0.0004519884870461591,82.06727741246925,81.83404772146204,0.46645904652049736,27.806306838989258,8398.0221127736,0.9320092947613006,0.8489795918367347,5.969067651998557,0.5400998080683921,0.5837506091670099,1.5291893519149218,0.5801428884047571
28,0.0004202000524833105,81.937348737133,81.70303722413986,0.46862308312189743,27.348711013793945,7985.34956517623,0.9307703408842609,0.8340080971659919,5.957590894999157,0.5191390280610744,0.5331171137241406,1.4532717439005411,0.5450540485022802
29,0.00038873953302184284,81.4989773964333,81.26258024760509,0.47279432386885667,26.41761016845703,7322.727127893059,0.9348731988991246,0.8387096774193549,5.868547629001114,0.5098307411204501,0.5232384274950346,1.3946771584438002,0.4833169125019057
30,0.0003577362066844838,81.87991806001345,81.63915512345326,0.4815260778570397,28.500553131103516,9436.607399027045,0.9308163013798413,0.8,5.908442081999965,0.45728529736083795,0.49523418802505376,1.3649126200275261,0.4482199623816536
31,0.0003273174727893463,80.87547123278607,80.63923847699009,0.4724655511160143,28.13764762878418,8930.48029344815,0.9332203652414157,0.8185328185328186,5.991252107998662,0.4560948068220022,0.45857837214677954,1.3310322631623621,0.42178535812307955
