epoch,lr,train_loss_total,train_loss_rul,train_loss_fault,test_rmse,test_mae,test_nasa_score,test_auprc,test_f1,test_precision,test_recall,epoch_seconds
34,0.0002591231629491422,36.100691912251136,36.03710527727681,0.12717347956232486,14.04697322845459,10.246959686279297,654.7679034246025,0.9675433897513777,0.946236559139785,0.9166666666666666,0.9777777777777777,3.3520046999910846
35,0.00023208660251050145,35.9919999276438,35.929359952865106,0.12527984575398507,13.98343563079834,10.219852447509766,631.8479164183568,0.966046120592818,0.9333333333333333,0.9333333333333333,0.9333333333333333,3.4055922999978065
36,0.00020610737385376337,35.36884023604854,35.30689961833338,0.12388140181860616,14.085875511169434,10.179183006286621,650.7875435664445,0.9692015434997938,0.946236559139785,0.9166666666666666,0.9777777777777777,3.3508434999966994
37,0.00018128800512565502,35.65413023425687,35.59343637035739,0.12138779079241137,13.88892650604248,10.105507850646973,615.9156673692959,0.9692272370332915,0.946236559139785,0.9166666666666666,0.9777777777777777,3.2920461000030627
38,0.00015772644703565555,34.87843435964277,34.81563100507182,0.1256068118637608,13.87275505065918,10.102935791015625,627.9105696613876,0.9702720935000386,0.9347826086956522,0.9148936170212766,0.9555555555555556,3.3328393999981927
39,0.00013551568628929425,34.979879022413684,34.919623947143556,0.12051048521553316,14.03589153289795,10.1182222366333,649.752218617764,0.9682857790824766,0.946236559139785,0.9166666666666666,0.9777777777777777,3.2099083000066457
40,0.00011474337861210535,34.836185110768966,34.77630339591734,0.11976369999108775,13.877232551574707,10.110137939453125,617.559948000525,0.9709284247745475,0.9347826086956522,0.9148936170212766,0.9555555555555556,3.3347125000000233
41,9.549150281252626e-05,34.751782398839154,34.692224010344475,0.11911651328686745,14.092636108398438,10.192668914794922,654.277057513755,0.9704359109841614,0.946236559139785,0.9166666666666666,0.9777777777777777,3.2590005999954883
42,7.783603724899252e-05,34.8200685070407,34.75911553905856,0.12190602979352397,13.869040489196777,10.064560890197754,616.6857532938061,0.9684204903642739,0.946236559139785,0.9166666666666666,0.9777777777777777,3.442630499994266
43,6.184665997806817e-05,35.32746110731556,35.26800400518602,0.11891455280203973,13.862397193908691,10.078936576843262,606.6483553351258,0.9671333510026003,0.946236559139785,0.9166666666666666,0.9777777777777777,3.213814300004742
44,4.7586473766990294e-05,34.69899686997937,34.64000714209772,0.11797938974153611,13.826140403747559,10.044899940490723,605.1404842369615,0.9666879271858582,0.946236559139785,0.9166666666666666,0.9777777777777777,3.239295100007439
45,3.5111757055874305e-05,34.45593211266302,34.39729456747732,0.1172749167248126,13.933220863342285,10.085063934326172,626.9424509141086,0.9674442036816308,0.946236559139785,0.9166666666666666,0.9777777777777777,3.257056600006763
46,2.4471741852423218e-05,34.65219496450116,34.59408142335953,0.11622699032868108,14.038578033447266,10.229168891906738,647.2200007640927,0.968768131364254,0.9347826086956522,0.9148936170212766,0.9555555555555556,3.274051000000327
47,1.5708419435684507e-05,34.381352664578344,34.323851751512095,0.11500209928039581,13.954663276672363,10.122947692871094,630.3268857664609,0.9678019477893748,0.946236559139785,0.9166666666666666,0.9777777777777777,3.2354992000036873
48,8.856374635655634e-06,34.258146925895446,34.200574813350556,0.1151444157285075,14.005332946777344,10.188933372497559,639.6094632572903,0.9700024988486216,0.9347826086956522,0.9148936170212766,0.9555555555555556,3.3135054000013042
49,3.942649342761115e-06,34.44307803492392,34.384277479110224,0.11760120387038876,13.956419944763184,10.123912811279297,630.4783324926389,0.9690363152737422,0.946236559139785,0.9166666666666666,0.9777777777777777,3.226273799999035
50,9.866357858642198e-07,34.41377186929026,34.35604065925844,0.11546232385500785,13.992319107055664,10.153562545776367,636.8690655161918,0.9690363152737422,0.946236559139785,0.9166666666666666,0.9777777777777777,3.2544041000073776
