round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_mae,global_test_nasa_score,global_test_auprc,global_test_f1,global_test_precision,global_test_recall,round_seconds
1,0.001,667.1782835924637,666.3994760841083,1.557614317710323,59.428436279296875,49.96060562133789,71560.25399088625,0.8274576664614732,0.5027932960893855,0.3358208955223881,1.0,9.787911500003247
2,0.0009989726963751681,413.7995200315554,413.08379961625786,1.4314400010508308,30.553194046020508,25.43791961669922,3657.7924022379284,0.8371614033395983,0.6666666666666666,0.8888888888888888,0.5333333333333333,7.187770899996394
3,0.000995895006911623,152.7208553840287,152.38567654387668,0.6703572567902472,18.799837112426758,13.408123016357422,2946.6060248139106,0.9163616561665858,0.8372093023255814,0.8780487804878049,0.8,7.160580600000685
4,0.0009907795784955327,87.67627857081304,87.49730892659312,0.3579393617058883,18.47198486328125,13.785041809082031,2472.1712280446513,0.9387460806656619,0.8536585365853658,0.9459459459459459,0.7777777777777778,7.26010320000205
5,0.0009836474315195148,80.33352615217308,80.20013176918252,0.2667886139365967,18.930931091308594,14.244930267333984,2106.8614314666584,0.9088392326148858,0.775,0.8857142857142857,0.6888888888888889,7.370642599998973
6,0.0009745278735053344,76.61858294958002,76.50311057170511,0.23094436220353504,18.907249450683594,14.369426727294922,2036.3940941858323,0.9135866932288597,0.775,0.8857142857142857,0.6888888888888889,7.440572999999858
7,0.0009634583786730109,73.11778833612854,73.01202405349527,0.2115288359851142,18.707738876342773,14.276837348937988,1956.666101725401,0.9095635733487498,0.7901234567901234,0.8888888888888888,0.7111111111111111,6.882424200004607
8,0.0009504844339512095,71.07353977785043,70.97457572168334,0.19792807149716718,18.82617950439453,14.370500564575195,1993.4392648127846,0.9217036575769337,0.8292682926829268,0.918918918918919,0.7555555555555555,7.541261099999247
9,0.0009356593520616947,68.48745275449423,68.39511291427945,0.18467943838070727,18.981855392456055,14.652240753173828,2011.8318184974983,0.9348279225911968,0.8433734939759037,0.9210526315789473,0.7777777777777778,7.242215099999157
10,0.0009190440524459203,65.8162511206502,65.72819312434345,0.17611584602661712,18.577083587646484,14.287198066711426,1853.7893777419224,0.9342932006773226,0.8433734939759037,0.9210526315789473,0.7777777777777778,6.870182600003318
11,0.0009007068109339783,64.14488437974566,64.0594582043864,0.1708521701876742,18.25029754638672,14.137986183166504,1752.2526512093696,0.9469709137611312,0.8571428571428571,0.9230769230769231,0.8,7.219346500001848
12,0.0008807229791845672,61.868428489875924,61.787828181132035,0.1612005516653209,17.947851181030273,13.918320655822754,1647.0051851956484,0.9510391443648838,0.8705882352941177,0.925,0.8222222222222222,7.427204799998435
13,0.0008591746750488638,59.015860784227534,58.93932674356823,0.1530682500050923,18.334943771362305,14.268410682678223,1759.4236210577724,0.9531856965199935,0.8705882352941177,0.925,0.8222222222222222,7.523988500004634
14,0.0008361504451306584,57.47961120861893,57.4049488655767,0.14932480582019603,18.07442855834961,13.937786102294922,1758.122320322634,0.9553953420070583,0.896551724137931,0.9285714285714286,0.8666666666666667,7.14023250000173
15,0.0008117449009293668,56.13572128542066,56.06106017722724,0.1493224771956683,18.4337215423584,14.21033000946045,1881.1244831694344,0.9558222896478031,0.8837209302325582,0.926829268292683,0.8444444444444444,7.440005999997084
16,0.0007860583300610849,54.457806491829515,54.384916004537374,0.14578095534806224,18.547555923461914,14.259922981262207,1922.618702531319,0.9579912670793436,0.8837209302325582,0.926829268292683,0.8444444444444444,7.716850099997828
17,0.0007591962841552626,52.8879344896036,52.81669251816781,0.14248407545713843,19.09543228149414,14.695225715637207,2154.4326627613627,0.9605076083074217,0.8705882352941177,0.925,0.8222222222222222,7.073184699998819
18,0.0007312691451204176,51.41083627581439,51.339446141689905,0.14278046539675798,18.534650802612305,14.253454208374023,1905.3282128962876,0.9624689353157138,0.8837209302325582,0.926829268292683,0.8444444444444444,7.003673999999592
19,0.0007023916715611969,50.24559892349386,50.17490154729704,0.14139468737759375,18.327054977416992,14.002652168273926,1869.8513852005203,0.9648387139936467,0.8837209302325582,0.926829268292683,0.8444444444444444,7.252365100001043
20,0.0006726825272106538,49.175306108993674,49.105681651863655,0.13924892405181566,18.280439376831055,13.950948715209961,1829.1131585997864,0.9615658795799475,0.8837209302325582,0.926829268292683,0.8444444444444444,7.11977210000623
21,0.0006422637933155162,48.17785269728547,48.108712896402494,0.13827953953772096,18.768585205078125,14.292377471923828,2041.6942401069462,0.9642753595196552,0.8837209302325582,0.926829268292683,0.8444444444444444,7.4945638999997755
22,0.0006112604669781572,47.602033263391476,47.532207391516806,0.13965163965855473,18.5952091217041,14.211662292480469,1983.1232791102939,0.9580964170908914,0.8837209302325582,0.926829268292683,0.8444444444444444,7.278361299999233
23,0.0005797999475166897,46.2246150212373,46.15649409451328,0.13624187922584974,18.79131507873535,14.357407569885254,2011.854086377774,0.9588323387513471,0.8837209302325582,0.926829268292683,0.8444444444444444,7.1701021999979275
24,0.0005480115129538409,45.14071394453063,45.074002592473136,0.13342256095511812,19.169782638549805,14.627593994140625,2207.1859101603523,0.9607164201398799,0.8837209302325582,0.926829268292683,0.8444444444444444,7.476696500001708
25,0.0005160257887858277,44.9494364863406,44.882309791179786,0.13425343920849886,18.715660095214844,14.266901969909668,1996.2067190587002,0.9596334017889105,0.8837209302325582,0.926829268292683,0.8444444444444444,7.388901799997257
26,0.0004839742112141724,44.039803945944826,43.97227696315152,0.1350540024747876,18.83713150024414,14.292208671569824,2101.1660471800196,0.9601634839407837,0.896551724137931,0.9285714285714286,0.8666666666666667,7.383838200003083
27,0.0004519884870461591,43.232266752874665,43.16588236965828,0.13276881257188372,19.08175277709961,14.496262550354004,2186.7011028503493,0.95976345260267,0.8837209302325582,0.926829268292683,0.8444444444444444,7.065007700002752
28,0.0004202000524833105,42.83537785240814,42.76920457459343,0.13234646664965033,18.136089324951172,13.794179916381836,1779.6517625172858,0.9589104837948141,0.896551724137931,0.9285714285714286,0.8666666666666667,7.099593200000527
29,0.00038873953302184284,42.334327751008345,42.269625774142284,0.12940401320144862,18.47751808166504,14.019083023071289,1898.9487185559292,0.9590966073475913,0.896551724137931,0.9285714285714286,0.8666666666666667,7.418790399999125
30,0.0003577362066844838,42.039384676146405,41.9746942966691,0.12938082726094816,18.602794647216797,14.107220649719238,1958.2442679750693,0.9604818290417374,0.896551724137931,0.9285714285714286,0.8666666666666667,7.2422698000009404
31,0.0003273174727893463,41.211289388174094,41.146933237938285,0.1287122517129764,18.52583885192871,14.075945854187012,1897.9339437644676,0.9587337626451239,0.8837209302325582,0.926829268292683,0.8444444444444444,6.964172400003008
32,0.0002976083284388031,40.71901090889298,40.65470474711937,0.12861206830529942,18.6859130859375,14.191756248474121,1981.8744477223445,0.9568317898375266,0.8837209302325582,0.926829268292683,0.8444444444444444,7.1130773999975645
33,0.0002687308548795825,40.64419851515301,40.57790015265386,0.1325967956418695,18.549510955810547,14.068652153015137,1976.9111530131436,0.957791248221797,0.9090909090909091,0.9302325581395349,0.8888888888888888,7.223866500004078
34,0.00024080371584473748,40.0858264025909,40.02142480676372,0.12880309563036943,18.655534744262695,14.156410217285156,1972.6602987594854,0.958672957380298,0.896551724137931,0.9285714285714286,0.8666666666666667,7.429782999999588
35,0.0002139416699389153,40.17859057619774,40.11415983880452,0.12886185948664747,18.400196075439453,13.975812911987305,1872.0870008888544,0.9571110292691339,0.9090909090909091,0.9302325581395349,0.8888888888888888,7.755437300002086
36,0.00018825509907063325,39.40341059186622,39.33865525278964,0.12951078807198974,18.50275230407715,14.071496963500977,1904.638134108971,0.9591589371348119,0.9090909090909091,0.9302325581395349,0.8888888888888888,6.100641299999552
37,0.00016384955486934162,39.58612851466647,39.52220769339178,0.12784144857926083,18.904701232910156,14.42092514038086,2046.464092935555,0.9602902678522451,0.896551724137931,0.9285714285714286,0.8666666666666667,6.230123800000001
38,0.00014082532495113625,39.433946800982625,39.37064734109889,0.12659899035326289,18.152080535888672,13.800195693969727,1715.1612271484667,0.9574714185140216,0.9090909090909091,0.9302325581395349,0.8888888888888888,6.007163399997808
39,0.0001192770208154328,38.99634589174515,38.9314157242582,0.1298600923343442,18.164953231811523,13.78952407836914,1740.845998363579,0.9584030580754614,0.9090909090909091,0.9302325581395349,0.8888888888888888,6.456704800002626
40,9.929318906602175e-05,39.268948673096375,39.20549515845036,0.12690691530552653,18.408063888549805,14.007512092590332,1851.5498166725924,0.9567784674984899,0.9090909090909091,0.9302325581395349,0.8888888888888888,5.946159200000693
41,8.09559475540797e-05,39.40472154631431,39.341646023991785,0.1261510207985032,18.528446197509766,14.094018936157227,1892.9868517173113,0.9591236295949672,0.9090909090909091,0.9302325581395349,0.8888888888888888,6.34509820000676
42,6.43406479383053e-05,39.64930794236257,39.58466141296189,0.1292932482544304,18.37687110900879,13.971308708190918,1811.632837616679,0.9581571382971971,0.9090909090909091,0.9302325581395349,0.8888888888888888,6.254434499998752
43,4.9515566048790485e-05,39.450904693786356,39.38710199849528,0.1276054987655512,18.435644149780273,13.998869895935059,1867.2622055180584,0.9592856427878335,0.9090909090909091,0.9302325581395349,0.8888888888888888,5.470551099999284
