round,lr,mean_client_loss_total,macro_rmse,macro_nasa_score,macro_auprc,macro_f1,head_similarity_max,head_similarity_min,n_clusters,clusters_str,round_seconds,client_1_rmse,client_1_f1,client_2_rmse,client_2_f1,client_3_rmse,client_3_f1,client_4_rmse,client_4_f1
25,0.0005160257887858277,68.50455304206012,15.704411745071411,713.0654028620303,0.9625600823235634,0.925281425891182,0.9999250173568726,0.997053861618042,1,client_1+client_2+client_3+client_4,3.975666199999978,15.338875770568848,0.9615384615384616,15.276252746582031,0.9615384615384616,16.088863372802734,0.8780487804878049,16.11365509033203,0.9
26,0.0004839742112141724,67.43536761527838,15.456344366073608,641.0313212464006,0.9602889477272715,0.925281425891182,0.9999672174453735,0.9974011182785034,1,client_1+client_2+client_3+client_4,3.7339466999983415,14.932613372802734,0.9615384615384616,14.988598823547363,0.9615384615384616,15.954634666442871,0.8780487804878049,15.949530601501465,0.9
27,0.0004519884870461591,67.00424203904365,15.680408716201782,699.119642217794,0.9624380412382869,0.925281425891182,0.9999761581420898,0.9972373843193054,1,client_1+client_2+client_3+client_4,3.718256200008909,15.312360763549805,0.9615384615384616,15.303956031799316,0.9615384615384616,16.04117774963379,0.8780487804878049,16.06414031982422,0.9
28,0.0004202000524833105,66.5381463057179,15.724340915679932,723.4672371776776,0.9622869423371881,0.925281425891182,0.9999418258666992,0.9974299073219299,1,client_1+client_2+client_3+client_4,4.412845200000447,15.417586326599121,0.9615384615384616,15.37897777557373,0.9615384615384616,16.034700393676758,0.8780487804878049,16.066099166870117,0.9
29,0.00038873953302184284,65.67609273460616,15.406790256500244,644.9542590907575,0.9627392105139145,0.9264719020816582,0.9999566078186035,0.9977865219116211,1,client_1+client_2+client_3+client_4,3.686662100008107,14.990606307983398,0.9615384615384616,15.099563598632812,0.9615384615384616,15.778786659240723,0.9047619047619048,15.758204460144043,0.8780487804878049
30,0.0003577362066844838,64.3645526299841,15.65871548652649,719.9014896609259,0.9612868375944363,0.925281425891182,0.9999713897705078,0.9980895519256592,1,client_1+client_2+client_3+client_4,3.9221680000046035,15.251832008361816,0.9615384615384616,15.239059448242188,0.9615384615384616,16.050323486328125,0.8780487804878049,16.093647003173828,0.9
31,0.0003273174727893463,63.995648940773904,15.64834451675415,721.0067395601842,0.9648477170744334,0.9264719020816582,0.9999704957008362,0.9980009198188782,1,client_1+client_2+client_3+client_4,3.8441333000082523,15.227313995361328,0.9615384615384616,15.176460266113281,0.9615384615384616,16.08025360107422,0.9047619047619048,16.109350204467773,0.8780487804878049
32,0.0002976083284388031,63.735999269897356,15.533839225769043,689.2803207573847,0.964759209449161,0.9331501831501832,0.9999740719795227,0.9983465671539307,1,client_1+client_2+client_3+client_4,3.8785992999910377,15.216306686401367,0.9615384615384616,15.238826751708984,0.9615384615384616,15.830375671386719,0.9047619047619048,15.849847793579102,0.9047619047619048
33,0.0002687308548795825,63.2949045697716,15.448143720626831,669.0025457155593,0.9662134578151742,0.9331501831501832,0.9999779462814331,0.998765230178833,1,client_1+client_2+client_3+client_4,3.7106832999998005,15.072208404541016,0.9615384615384616,15.161457061767578,0.9615384615384616,15.782261848449707,0.9047619047619048,15.776647567749023,0.9047619047619048
34,0.00024080371584473748,62.82152314265305,15.490550518035889,673.9002031107534,0.9665980731997896,0.9331501831501832,0.9999761581420898,0.9989972114562988,1,client_1+client_2+client_3+client_4,3.974235999994562,15.125883102416992,0.9615384615384616,15.2264986038208,0.9615384615384616,15.806808471679688,0.9047619047619048,15.803011894226074,0.9047619047619048
