round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_mae,global_test_nasa_score,global_test_auprc,global_test_f1,global_test_precision,global_test_recall,round_seconds
1,0.001,685.7812816024223,685.0108768349074,1.540810797687781,64.14189147949219,53.782039642333984,114887.9722134069,0.6617938921406905,0.4411764705882353,0.2830188679245283,1.0,7.115512600008515
2,0.0009989726963751681,462.7812110444636,462.1465079678253,1.2694065195183422,35.71062469482422,29.289321899414062,5846.606311817384,0.8315534920200036,0.72,0.9,0.6,5.8255344999925
3,0.000995895006911623,190.96807290897812,190.69556406534392,0.5450180315545627,19.734840393066406,14.494179725646973,3205.0249019076655,0.8716456703994303,0.8089887640449438,0.8181818181818182,0.8,6.586423500004457
4,0.0009907795784955327,93.80732139954931,93.63999136484343,0.3346600538955079,18.011791229248047,13.563529014587402,2121.1921798640487,0.8994682789649158,0.8505747126436781,0.8809523809523809,0.8222222222222222,6.260558599999058
5,0.0009836474315195148,83.73835196415847,83.61506114560504,0.24658122117510467,19.192415237426758,14.399744987487793,2346.1171907874254,0.9249099132409582,0.7654320987654321,0.8611111111111112,0.6888888888888889,6.931336099994951
6,0.0009745278735053344,79.61705967278972,79.50367151811669,0.22677577631455226,19.297826766967773,14.421286582946777,2438.834482272147,0.9186883329321688,0.7951807228915663,0.868421052631579,0.7333333333333333,5.745822600001702
7,0.0009634583786730109,76.96375530502725,76.85622165813002,0.2150670861150834,18.45002555847168,13.974055290222168,1992.952186104932,0.9279656527645614,0.8235294117647058,0.875,0.7777777777777778,6.253409500000998
8,0.0009504844339512095,74.67707514240101,74.5732525812827,0.20764508575535195,18.583847045898438,14.236527442932129,2104.0318578597607,0.9408295390087112,0.8192771084337349,0.8947368421052632,0.7555555555555555,6.217376799992053
9,0.0009356593520616947,71.91648477383231,71.81836658363721,0.1962366360416048,17.911972045898438,13.7031888961792,1854.679034716355,0.9416465768379781,0.8505747126436781,0.8809523809523809,0.8222222222222222,5.931983600006788
10,0.0009190440524459203,70.31042756780835,70.214183239921,0.19248882506810056,17.90416717529297,13.869675636291504,1814.4783419658222,0.9468834172900689,0.8604651162790697,0.9024390243902439,0.8222222222222222,5.829842299994198
11,0.0009007068109339783,68.50060327567927,68.40592266285539,0.18936104260731573,17.91737937927246,13.801440238952637,1864.044245577556,0.9503591085847463,0.8735632183908046,0.9047619047619048,0.8444444444444444,6.10147579999466
