round,lr,mean_client_loss_total,macro_rmse,macro_nasa_score,macro_auprc,macro_f1,head_similarity_max,head_similarity_min,n_clusters,clusters_str,round_seconds,client_1_rmse,client_1_f1,client_2_rmse,client_2_f1,client_3_rmse,client_3_f1,client_4_rmse,client_4_f1
1,0.001,756.5931750424558,72.4052848815918,125307.25177965476,0.693810442571306,0.36666666666666664,0.9999076128005981,0.9943481087684631,4,client_1/client_2/client_3/client_4,6.832948099996429,73.30512237548828,0.4,73.19680786132812,0.4,71.49734497070312,0.3333333333333333,71.62186431884766,0.3333333333333333
2,0.0009989726963751681,638.7634143728967,62.573049545288086,49197.12253231511,0.7616825914028805,0.0,0.9997767806053162,0.991454005241394,4,client_1/client_2/client_3/client_4,5.316353499991237,64.14823913574219,0.0,63.792388916015625,0.0,60.982975006103516,0.0,61.368595123291016,0.0
3,0.000995895006911623,534.399542716897,50.69260883331299,14273.733304807927,0.7821976381412279,0.7282837603126356,0.9996523261070251,0.9892309904098511,4,client_1/client_2/client_3/client_4,5.283182200000738,52.98868942260742,0.8163265306122449,52.34018325805664,0.7659574468085106,48.378387451171875,0.6808510638297872,49.063175201416016,0.65
4,0.0009907795784955327,408.43900401903306,35.63790988922119,2929.0861170910625,0.8466307337920003,0.6527979902979903,0.9994334578514099,0.9879646301269531,1,client_1+client_2+client_3+client_4,4.975514000005205,36.047637939453125,0.65,36.20192337036133,0.5405405405405406,35.0870361328125,0.7027027027027027,35.21504211425781,0.717948717948718
5,0.0009836474315195148,259.8257140778552,24.052876472473145,2121.2729107642376,0.8843004456111974,0.7840380549682875,0.9999305009841919,0.9990301132202148,1,client_1+client_2+client_3+client_4,5.004336200014222,23.93351173400879,0.7727272727272727,24.511547088623047,0.7727272727272727,23.75330924987793,0.7906976744186046,24.013137817382812,0.8
6,0.0009745278735053344,151.45478270689526,22.72279453277588,5836.30003825582,0.8792427346643713,0.7612990368804322,0.9999065399169922,0.9944691061973572,1,client_1+client_2+client_3+client_4,4.936417499993695,22.878202438354492,0.7727272727272727,24.289241790771484,0.7441860465116279,22.067855834960938,0.7727272727272727,21.6558780670166,0.7555555555555555
7,0.0009634583786730109,116.45199556970381,20.554651737213135,2297.6122172300115,0.8873231179455562,0.7934217288518861,0.9998488426208496,0.9925225973129272,1,client_1+client_2+client_3+client_4,4.771132800000487,20.026775360107422,0.8260869565217391,21.154565811157227,0.8260869565217391,20.657312393188477,0.7555555555555555,20.379953384399414,0.7659574468085106
8,0.0009504844339512095,106.70040698205662,17.9508376121521,961.1713630796642,0.9125153966901727,0.8421614100185528,0.9996804594993591,0.9959918856620789,1,client_1+client_2+client_3+client_4,5.1691795000078855,17.147733688354492,0.8979591836734694,17.790903091430664,0.8979591836734694,18.608022689819336,0.7727272727272727,18.256690979003906,0.8
9,0.0009356593520616947,95.06096243376683,17.272093772888184,838.6364829872305,0.9405771061535115,0.8851190476190476,0.9997890591621399,0.9962989687919617,1,client_1+client_2+client_3+client_4,4.988203600005363,16.414161682128906,0.9166666666666666,16.98870086669922,0.9166666666666666,18.216751098632812,0.85,17.468761444091797,0.8571428571428571
10,0.0009190440524459203,88.73570851602312,16.1058247089386,648.4389791900664,0.9562463397414538,0.9016105046669831,0.9998564720153809,0.999014139175415,1,client_1+client_2+client_3+client_4,4.954020200006198,15.512126922607422,0.92,15.879496574401855,0.8979591836734694,16.693782806396484,0.9047619047619048,16.337892532348633,0.8837209302325582
