round,lr,mean_client_loss_total,macro_rmse,macro_nasa_score,macro_auprc,macro_f1,head_similarity_max,head_similarity_min,n_clusters,clusters_str,round_seconds,client_1_rmse,client_1_f1,client_2_rmse,client_2_f1,client_3_rmse,client_3_f1,client_4_rmse,client_4_f1
32,0.0002976083284388031,63.188447593076226,15.375303030014038,551.3938308961391,0.9748666044652416,0.9176085542364613,0.9999698996543884,0.9994127154350281,1,client_1+client_2+client_3+client_4,4.218396800002665,15.082781791687012,0.9615384615384616,14.951085090637207,0.9615384615384616,15.76265811920166,0.8837209302325582,15.704687118530273,0.8636363636363636
33,0.0002687308548795825,62.27467933038177,15.43005084991455,557.9512575123105,0.9741318347598669,0.8987183152277493,0.9999637603759766,0.9996116757392883,1,client_1+client_2+client_3+client_4,4.06609269999899,15.355749130249023,0.9433962264150944,15.173349380493164,0.9433962264150944,15.68929386138916,0.8636363636363636,15.501811027526855,0.8444444444444444
34,0.00024080371584473748,62.253888546182054,15.473163366317749,576.224807450931,0.9747125306234574,0.9278899395178466,0.9999868869781494,0.9994907379150391,1,client_1+client_2+client_3+client_4,3.9093293999976595,15.322717666625977,0.9615384615384616,15.20256233215332,0.9615384615384616,15.718450546264648,0.9047619047619048,15.64892292022705,0.8837209302325582
35,0.0002139416699389153,62.13864747616685,15.360549688339233,559.9993233186109,0.9747125306234574,0.9080518538065708,0.9999834299087524,0.9996792078018188,1,client_1+client_2+client_3+client_4,3.776906599996437,15.17252254486084,0.9433962264150944,15.009967803955078,0.9615384615384616,15.669711112976074,0.8636363636363636,15.589997291564941,0.8636363636363636
36,0.00018825509907063325,61.79031312877247,15.201221942901611,529.3856390000961,0.9741439869666786,0.903253874008591,0.9999879598617554,0.9996405243873596,1,client_1+client_2+client_3+client_4,3.93056219999562,14.90180778503418,0.9433962264150944,14.7018461227417,0.9615384615384616,15.650378227233887,0.8444444444444444,15.55085563659668,0.8636363636363636
37,0.00016384955486934162,60.82880009230574,15.214996576309204,522.361172037075,0.9749971883461956,0.903253874008591,0.9999902844429016,0.9996967911720276,1,client_1+client_2+client_3+client_4,3.7049041999998735,15.0108060836792,0.9433962264150944,14.78787612915039,0.9615384615384616,15.664361000061035,0.8444444444444444,15.396943092346191,0.8636363636363636
38,0.00014082532495113625,60.98429159040751,15.266120195388794,531.5874735700445,0.9736211111496851,0.9176085542364613,0.9999898672103882,0.999756932258606,1,client_1+client_2+client_3+client_4,3.9595052000004216,15.072772979736328,0.9615384615384616,14.87342643737793,0.9615384615384616,15.646007537841797,0.8837209302325582,15.472273826599121,0.8636363636363636
39,0.0001192770208154328,60.553779663666866,15.169119834899902,516.7784791441326,0.9752065391805465,0.9176085542364613,0.9999942183494568,0.9997434616088867,1,client_1+client_2+client_3+client_4,4.032078900003398,14.865355491638184,0.9615384615384616,14.686141014099121,0.9615384615384616,15.6493558883667,0.8837209302325582,15.475626945495605,0.8636363636363636
40,9.929318906602175e-05,60.59305506486159,15.300726890563965,540.8194543550585,0.9749971883461956,0.9080518538065708,0.9999978542327881,0.9997909069061279,1,client_1+client_2+client_3+client_4,3.8134529999952065,15.122774124145508,0.9433962264150944,14.954834938049316,0.9615384615384616,15.686952590942383,0.8636363636363636,15.438345909118652,0.8636363636363636
41,8.09559475540797e-05,60.70583107183268,15.292145490646362,543.1682345330662,0.9749971883461956,0.9176085542364613,0.9999971985816956,0.9998281598091125,1,client_1+client_2+client_3+client_4,3.8566139999966254,15.1327543258667,0.9615384615384616,14.971548080444336,0.9615384615384616,15.65512752532959,0.8837209302325582,15.409152030944824,0.8636363636363636
42,6.43406479383053e-05,60.22756452686778,15.14869236946106,509.4748064799163,0.9743103751593825,0.903253874008591,0.999997615814209,0.9998772144317627,1,client_1+client_2+client_3+client_4,3.8068285999979707,14.89727783203125,0.9433962264150944,14.674491882324219,0.9615384615384616,15.65020751953125,0.8444444444444444,15.37279224395752,0.8636363636363636
43,4.9515566048790485e-05,60.38659435485086,15.212166547775269,523.8794549659058,0.9738598129900704,0.9176085542364613,0.9999982118606567,0.9999193549156189,1,client_1+client_2+client_3+client_4,3.8638842000000295,14.997041702270508,0.9615384615384616,14.808032989501953,0.9615384615384616,15.641060829162598,0.8837209302325582,15.402530670166016,0.8636363636363636
44,3.654162132698918e-05,60.363809751830665,15.062880992889404,492.0981784834051,0.9735291251593825,0.9125874125874126,0.9999990463256836,0.9999524354934692,1,client_1+client_2+client_3+client_4,3.818859600003634,14.792387008666992,0.9615384615384616,14.562408447265625,0.9615384615384616,15.571540832519531,0.8636363636363636,15.325187683105469,0.8636363636363636
45,2.547212649466568e-05,60.28730358578356,15.073646068572998,498.85960261166156,0.9751188814678888,0.9176085542364613,0.9999995827674866,0.9999793171882629,1,client_1+client_2+client_3+client_4,3.802082199996221,14.77243423461914,0.9615384615384616,14.576425552368164,0.9615384615384616,15.563929557800293,0.8837209302325582,15.381794929504395,0.8636363636363636
46,1.6352568480485276e-05,60.111026046359896,15.044144630432129,494.4027335150398,0.9758541755855359,0.9176085542364613,0.9999998211860657,0.9999904036521912,1,client_1+client_2+client_3+client_4,3.7264346000010846,14.753144264221191,0.9615384615384616,14.557039260864258,0.9615384615384616,15.538362503051758,0.8837209302325582,15.328032493591309,0.8636363636363636
47,9.22042150446728e-06,60.38292445859983,14.996431827545166,485.18255804224566,0.9757730067543671,0.9176085542364613,0.9999999403953552,0.9999964237213135,1,client_1+client_2+client_3+client_4,3.8358401999939815,14.700852394104004,0.9615384615384616,14.491727828979492,0.9615384615384616,15.514544486999512,0.8837209302325582,15.278602600097656,0.8636363636363636
48,4.104993088376974e-06,60.849128034211276,14.999319553375244,486.65950308527465,0.9762466909648935,0.9176085542364613,1.0,0.9999992847442627,1,client_1+client_2+client_3+client_4,3.93956949999847,14.694840431213379,0.9615384615384616,14.49305534362793,0.9615384615384616,15.520487785339355,0.8837209302325582,15.288894653320312,0.8636363636363636
49,1.0273036248318324e-06,61.254533544343744,14.998249530792236,486.72447609700475,0.9762466909648934,0.9176085542364613,1.0,0.9999999403953552,1,client_1+client_2+client_3+client_4,3.957347999996273,14.687788963317871,0.9615384615384616,14.488189697265625,0.9615384615384616,15.522510528564453,0.8837209302325582,15.294508934020996,0.8636363636363636
50,0.0,61.2700916266722,14.998249530792236,486.72447609700475,0.9762466909648934,0.9176085542364613,1.0,1.0,1,client_1+client_2+client_3+client_4,3.8140371999979834,14.687788963317871,0.9615384615384616,14.488189697265625,0.9615384615384616,15.522510528564453,0.8837209302325582,15.294508934020996,0.8636363636363636
