round,lr,mean_client_loss_total,mean_client_loss_rul,mean_client_loss_fault,global_test_rmse,global_test_nasa_score,global_test_auprc,global_test_f1,round_seconds,delta_norm_client_1,delta_norm_client_2,delta_norm_client_3,delta_norm_client_4,delta_norm_client_5,delta_norm_client_6
1,0.001,633.6374492091774,632.9476039706002,1.37969373350768,68.77339172363281,178988.8311262483,0.6031671737702116,0.0,2.4365922960000717,4.06018377275646,4.144557555052216,4.173932664845155,4.367659773263517,4.567169440848056,4.487513424531948
2,0.0009989726963751681,515.7354109960435,514.9105130856298,1.6497961639518959,55.60152053833008,47848.76108796594,0.6772706880983714,0.5027932960893855,2.188663633000033,4.6467716537326,4.787724270208322,4.819650335406459,5.6299867631449185,5.744972531345468,5.531894660444354
3,0.000995895006911623,400.3899537168757,399.6101487476622,1.5596089144317016,40.06114196777344,9107.513462076246,0.771480566069334,0.5714285714285714,2.1898401569997077,5.737865709005192,5.944305676117575,5.9309985382857215,6.682260900853663,6.644514568543283,6.60832358604764
4,0.0009907795784955327,257.5298925925968,256.91229008420913,1.2352061614382042,24.857044219970703,3807.3780229694157,0.861027077587242,0.717948717948718,2.1749780390000524,3.348673424102733,3.6146832003465788,3.3149921327410383,5.410438364649505,3.7451721534313727,3.724814979555794
5,0.0009836474315195148,164.37505262457307,163.77099233724317,1.2081204829984353,21.47627067565918,4500.509672991516,0.89479065217081,0.8089887640449438,2.4770880099999886,3.437091920959032,3.712017349410383,3.412591469688134,4.819268307955726,3.191398381689253,3.4939915567626803
6,0.0009745278735053344,111.47785423327876,111.06996901726491,0.8157708396993205,19.7906551361084,2114.437104715301,0.9698486153072812,0.7142857142857143,2.2619211709998126,2.266057220740553,2.2299511991278025,2.0590222927203388,3.5336313245967266,2.5553447554056836,2.613365541663397
7,0.0009634583786730109,97.19141119534409,96.83394284140608,0.7149371547102791,17.950328826904297,1475.4999662256969,0.9440118839417069,0.7792207792207793,2.175904017999983,1.1713309198783015,1.086757372807785,1.1450228025477973,2.8863221348147277,1.7098151913223296,1.4809140197768655
8,0.0009504844339512095,92.77802779136597,92.43753143057813,0.6809933239881891,19.350982666015625,2158.700221336426,0.9201330472572882,0.7792207792207793,2.3348989099999926,1.1749396339351024,0.9906838170140806,0.9324713984926966,2.770187350911014,1.4908965595539057,1.4051401505063708
9,0.0009356593520616947,90.57900238701852,90.25459213776783,0.6488208488069186,19.75395393371582,2758.4565311947013,0.9014733603008468,0.7631578947368421,2.4850086810001812,1.3118252066439808,0.89716691097438,1.062129101127459,2.6882080309043364,1.2442995721067205,1.3379294035425753
10,0.0009190440524459203,88.23176513925812,87.91620134171929,0.6311283049451558,20.415756225585938,3692.190699636788,0.893554456851548,0.7631578947368421,2.403501664000032,0.9145366728514659,0.9350410600559347,0.8713205051850729,2.6165723577046696,1.2856402405741085,1.088015754154527
